Abraham	Abrahám
káva	kát,kat,kakat,kakao,Kanak,kanout,Kavan,kanec,kanava,Kain,Katyna,káča,katit,Keňa,katar,kanár,Kanaán,Kant,vykat,Kavkaz,kaviár,Kováč,kalý,vnukat,knot,kánoe,kaše,okno,kanovník,Kap,kanál,Kovač,přivykat,kov,kníkat,kápo,kýkat,vnikat,čaj,Zykan,čakavec,Kanada,sekat,kašna,uvykat,kázat,kar,zatykat,katoda,Čad,Kainar,přitakat,kácet,kničet,sklo,kapsa,kapka,kajak,vnoukat,attika,káď,Akkad,sekce,etika,Kelč,tykat,setkat,kňučet,klinika,skokan,cekat,zakniknout,kaučovat,katetr,kánon,Kalinin,kazajka,Kikuj,odvykat,Ota,akce,zatkat,zakákat,kapr,kaučuk,onikat,kilo,Kalik,kelt,kecat,kapota,kapsle,kazit,knokaut,Kateřina,kantýna,kýč,zakančit,uštkat,navykat,kost,kalit,čekat,zanikat,antika,cákat,kacéř,kachna,Kent,Kott,Kuťa,soukat,čeka,oktáva,klovat,vynikat,štkát,pykat,Čekan,koukat,Klos,Kačalov,sak,Kaper,koka,clo,vyštkat,zvykat,sekta,klokan,přetýkat,Dekan,zukat,kino,skica,kára,Vokáč,kvokat,kokain,překacovat,kitař,Kaniš,vakcina,kazeta,Kečua,Otava,dok,antikva,doktor,klika,tokat,čerkat,zkaňkat,etiketa,kynik,akcie,oko,kajuta,zmokat,klnout,stoik,keš,kostkář,část,deka,Knap,kukat,koza,klinkat,kasat,ňukat,kasta,zrkat,akta,čin,Ikar,zakaňkat,akácie,cé,kantor,Kantor,okařit,oktan,kluk,kadet,kacíř,keř,Stoy,sto,jajkat,cvakat,kasa,čadit,okenář,štvát,košt,kýta,kandovat,Inuit,kejkle,klusat,šikana,kadit,kaktus,Kovařovic,sok,kyt,štika,Štika,tyknout,atak,stříkat,kastle,Kansas,Kůst,čára,vykácat,kapraď,vnuk,skáknout,set,klkat,veka,kanton,Mekka,kárat,vak,zkájet,překovit,skicnout,kynout,tkát,usykat,Dyk,céva,káchnout,Iša,kývat,rozeštkat,vycejkat,zátinek,tlak,kaple,kancelář,nok,makat,scan,kvíkat,tikat,Stin,kanyla,knír,Kalous,Kozár,čáp,Klára,vokázat,nakárovat,Antily,Čankajšek,kapuca,kotník,škvíkat,Kajer,potakat,šek,cena,octář,okus,klozet,Kádár,eklovat,Ištván,kapusta,atika,aktér,kvikat,kvák,čina,tnout,Kasák,zajikat,pokaňkat,rokle,sáknout,Kaiser,Kařízek,kapírovat,čas,čáry,zaknotit,zpovykat,čtát,klátit,kalcinovat,kalich,šiknout,Ryk,oj,vikář,dotejkat,skála,Skála,vokál,Vokál,prak,kárný,znikat,vikev,Čečen,Nekovář,zajekat,kozák,přiťukat,klikat,unikat,sát,čekovat,uštknout,kapuce,Kosák,kočár,Ottawa,kavalír,lokat,kyčel,Otakar,rekce,Koč,vně,přimykat,tele,zajíc,příčit,Klusák,kvačit,zkýčařit,tykev,kosa,aktin,koště,kadeř,čáchat,přečkat,diktovat,zátka,zajíkat,ponoukat,Čech,zacikat,potkat,Šik,kytičkář,kapsařit,čtverý,Košta,týkat,kočka,pronikat,pyknik,zkvaknout,dýka,ťukat,zinkat,mykat,záře,četa,ovce,zacásat,klát,dekovat,vosk,advokát,kočí,vata,Vey,tank,dík,klon,knockout,Čchin,vytkat,zatíkat,čít,Kazach,Kloc,Jinek,vát,řeka,pšoukat,klást,Kuvajt,ujec,štok,škála,dokadit,inovovat,klec,sako,šťáva,častý,kiks,Keynes,taj,vačnatý,zet,ucho,vina,Štenc,kanelovat,uákat,Steklý,zaktivnit,kdy,vysíkat,podsekat,kancléř,rok,učit,Viktor,skin,kněz,Teka,krok,kouč,Karela,Kloss,vymokat,Tate,časit,cukat,Telč,Ela,kytka,namokat,Kokang,zkaličit,Křovák,zaštkat,Karen,prokovit,skýva,seno,bekat,kousat,Sokal,dukát,Seneka,Čenkov,začít,začít,začít,koktat,kyan,Zita,přezka,watt,Watt,kapoun,Kapoun,zaryknout,štěně,kotovat,načančat,čich,Dickens,vokazovat,kámen,dekáda,Mikes,Ola,poňoukat,mok,Křečan,kýla,rek,kazuistika,clona,síknout,zalykat,kejda,povyk,kadence,kos,kůra,sova,Sova,načít,ejekce,křik,Káraný,Oscar,Detva,kuna,podnikat,Ivičič,klučit,netýkavý,zoctit,čelo,sluka,Košík,čočka,King,Nat,Vaník,dosíkat,cikán,Cikán,zkajícnět,kojit,suk,Novák,kout,kout,zkásnout,Ilava,Zátor,tknout,zakáchat,zobkat,Čou,kušna,Nostic,retina,echo,taktika,éter,zamokat,nakročit,klas,Sovík,satyr,stlát,datle,naiva,vsákat,zinek,příčina,pocta,neckař,kopřiva,kotva,vrkat,dekadence,doch,otec,ocas,škot,kosý,secese,zkérovat,Osetie,kápnout,Poe,Oset,táta,dotýkat,kloktat,akcent,vyškviknout,Vyškov,kotlina,zkujnit,krkat,Cayenne,Ibo,klisna,tečka,vetkat,kotel,octnout,Anna,jukat,Šak,česat,nový,keton,vset,nárok,savo,čiřikat,ion,skoba,srkat,klacek,klen,kůň,dieta,Dakota,Kysela,zkárovat,koketa,vosa,Izák,var,kouř,čantovat,várka,Kozina,číš,předskokan,zaonačit,kolo,kupa,Račan,Kiel,ovoce,kyselý,šikovný,kanonýr,přikukovat,přesný,křeček,satan,Oskar,lokna,jíní,tanec,Kachyňa,krakat,iont,star,přičitat,vana,sen,klokoč,Kyjov,koňak,injekce,kolna,kaštan,Puk,kečup,pranostika,koš,článkař,čnít,Kladsko,skot,kláda,nanuk,etan,proklatý,jiný,nota,necky,etnikum,scout,šťovík,cinkat,kvičet,prkno,Sláva,viklat,Skyt,optika,protkat,škodovka,aktiv,dock,Řek,Scott,strok,sosat,zkalnět,osa,Ob,sítina,víko,příjice,snout,Kodak,vkus,kůr,saně,car,kotit,Čching,čedokář,jak,proc,kaprál,Kaprál,přikročit,cikáda,kotlář,krokev,Zeus,zapšikat,aktivní,tyčit,out,Klučov,tovar,dé,kašel,kachlář,areka,siena,Ivan,sitár,pokoj,Stone,nach,přiklekat,klíč,Klíč,předek,tyč,výskat,tanout,pot,zen,klient,um,kantořit,Dietl,osev,iniciativa,ocet,tajný,čnět,konat,vycicat,Eva,střeček,stačit,Ir,pracka,Ind,výčet,Saud,vymekat,půst,tenký,konec,Čína,smykat,Klaus,scéna,Skalka,projekce,fikat,kaštanář,tát,vyklinout,alt,klonit,růst,Sádek,ikona,pšukat,Kukla,kukla,takt,Dák,voština,kabina,pod,ničit,katarakta,šnek,obsíkat,Čud,Staník
kázat	vokázat,kazit,kazajka,kazeta,káď,knokaut,Kazach,Kádár,vokazovat,koza,kadet,kozák,kanout,kadit,káva,kost,kakao,knot,tázat,dekáda,část,zatkat,Kováč,dokadit,Čad,kakat,Kozár,zkáznit,okno,kostkář,kát,kout,kout,Kavkaz,Kain,kat,Ota,čadit,káča,Kanak,attika,zkásnout,zakákat,etika,Kovač,vykáznit,kánoe,Kanada,Kott,oko,kanec,zakniknout,tnout,kov,koka,doktor,kápo,Akkad,Kůst,kaučovat,Kant,kýkat,okus,kaučuk,kadeř,kníkat,Kanaán,kadence,Čud,Zykan,zatykat,Katyna,Keňa,Kozina,dok,zacásat,čaj,košt,vykat,stezka,kárat,zátka,knockout,kar,Stáza,zátinek,Kikuj,kokain,kouř,přezka,kazuistika,Kodak,zkájet,klozet,deka,kasat,kapota,kasa,kánon,katoda,nakárovat,vnikat,kapr,kanár,zet,stoik,kouč,přivykat,akce,otec,zanikat,pokostovat,kosa,kotník,přikukovat,Kuvajt,kára,vázat,dekovat,cé,antika,kárný,cikáda,kňučet,překovit,Káraný,klnout,kádr,klouzat,vnukat,Kap,Kostelný,tyknout,Inuit,sekce,Dakota,kanava,vyštkat,čeka,Kosák,kasta,kotovat,katit,teze,sok,atika,Kasák,Otava,kos,kouzlo,antitéza,zcizet
káča	kakao,kakat,koka,káva,zakákat
káď	kadit,kadet,kazit
kód	Kodak,Kosovo,kos,kosa,korodovat,Kodaň,Kozina,kosíř,Kodejš
kúra	kura,kur,kůra,túra,prokura,kurýr,Kurd,kora,kára,Kurš,Křovák,sekyra,kurátor,čára,čurat,kurs,očurat,kůr,Kozár,Káraný,kurie,okurka,Špora
kýta	kyt,kytičkář,kýkat
kývat	skýva,kýč,Kovač,Kováč,kýta,Kyjov,Kelč,kýla,kýkat,vak,tykev,kyt,kov,čakavec,vikev,kejda,sekce,káva,kelt,sekat,kmen,Čech,Kavan,keš,čekovat,kat,Keňa,čaj,kmet,kyselý,kyčel,číš,čeka,čelo
křapat	křápat
křehký	Křiž,křest,Křen,křen,kříž,Kříž,křída,křeč,křemen,Křemen,křižovník,křivý,Křižan,křeček,křídlo,Křiva,křižovatka
křepelka	Křepela
křeslo	křest,křeček,křeč
křest	křeček,křeč,křeslo,Křen,křen,křivý,Křečan,křísit,křísnout,Křiva,Křivák,křehký,Krist,křik,křída,košt,novokřesťan,kreovat,krk,Křiž,koště,krize,rozestřít,Křivan,Košice,kýč,křepčit,krev,kost,kde,krém,Křovák,koka,Košík,křídlo,Kůst,Krč,křivdit,Křetín
křeč	křeček
křeček	křeč
křik	křivý,Křivák,Křiva,křeč
křivý	Křiva,Křivák,Křivan,křik,křeč,křivdit,Křovák,Křen,křen,křeček,křivonosý,křest,Křiž
křoupat	křupat
křupat	křoupat
křápat	křapat,krápat
křídlo	křída,zakřídlit,okřídlit
křísit	křísnout
křísnout	křísit
kříž	Křiž,křižovník,Křižan,křižovatka
kšeft	kšaft
kůl	kolo,rozkol,kolize,sůl
kůra	kůr,kora,kur,zakůrovat,kura,korec,Kozár,korozní,kord,koza,kúra,čára,korzo,okurka,Korea,prokura,Korák
kůrkovatět	zkorkovatět
kůň	konec,konev,konat,Nikon,úkon,konsul,ion,koncese,Kůst,konto,kůl,Kongo,koňak,ikona,koncil,kůže,košt,nový,kontinuovat,Koniáš,koza,kost,necky,čuník,Kunka,kouř,Kott,kolo,čin,Novák,koňařit,konzul,Čunek,unie,Sup,Nick,oko,kuna,kov,unita,nit,kynik,konsonovat,koště,konotovat,kontoár,Onan,Koňařík,Lion,Kunc,Don,konsola,iont,Jon,oj,kontovat,překovit
kůže	koza,kůň,kožař,konec,kojit,úkon,kouř,kůra,Kozár,konat,Kožela,Kůst,ikona,kozák,koňak,Kongo,košt,koště,překovit,Kojzar,kost,konto,Kohl,kout,kout,kořist,konev,kov,kůr,koala,kouč,kujón,Kott,řeka,kur,koule,jikra,akord,kura,oj,korozní,Kikuj,činže,Kováč,kora,Kuhn,Košta,ažio,koncese,Jinek,Kovač,kopřiva,Řek,kúra,aktér,záře,akta,kopa,kuna,Čunek,kontinuovat,čížek,Čud,skunk,koš,načuhovat,kostkář,zajíc,Kohák,aktin,Izák,skoba,zkujnit,čuník,Kodejš
laborovat	laboratoř
labuť	lábat
ladit	Lada,ládovat,zladnit,Vladík,sladit
lahev	láhev
lahoda	zlahodnit
laicisovat	zlaicisovat
laik	Laos,lak,látka,lát
lajdat	lajdačit
lak	láčka,lakýr,Lačina,láce,lačný,látka,lákat,lát,láva,laik,Lakota,lakros,lakýrna,lata,látro,lať
lakomý	zlakomit,ulakomit,lak,lakýr,zlakomět,lakros,Lačina,láčka,lačný,Lakota
lakotit	Lakota
lakýr	lakýrna
lampa	lampas
lano	Laník,Lange
lapit	lepit
laskat	láska
laso	lasice
lata	látka,latina,látat,lát,láce
lačný	láčka
laškovat	Laškov
lať	lát,látka,láce
leader	Lear
lebedit	Lebeda
led	Ledeč,ledkovat,ledví,lednit,les,lem,Lem,Lída,lid,Leona,Lýd,sled,lídr,Lýdie,rozledět,Ledvina,Leontina,cedovat,leb,Lér,telex,lidnit,Lion,lež,lest,Lear,vdolek,len,lidoop,Reed,list
lednit	Ledeč
ledví	Ledvina
legie	legovat,legista
legovat	legie,legální,legista,Leger,elegie,delegovat,lešení,legislativa,legitimní,legenda,Leština,liga,legrace,Leš,lem,Lem,Lech,negovat,kolega,elegance,lehký,legalisovat,golem,plagovat,lež,ligotat,ligista,kolegium
lehký	lež,vylehčit,lehkovážný,odlehčit,líh,Lech,zlehknout,lehkooděný,polehčit
lekat	lekce,vlekat
lekce	lekat
lem	ledví,led
len	Lenin,Lena,lenit,Lennon,léno,líný,Zlín,lnář,lež
lenit	Lenin,Lena,len
lepit	Lepík,lepšit,leptař,Lepeš,lapit,Slepička
leptat	leptař
lepšit	lepit,Lepík,nalepšovat
les	Leskov,led,lest,lis,lesnit,list,lísa,ledví,lísat,ves,oves,lem,Lem,proces,úlisný,Ledeč,lesknout,los,lid,lék,Leš,lekce,Leona,Lessing,zalesák,vdolek,pes,nalesnit,Lída,Mikes,lešení,lysý,Aleš,zálesí,ulice,Doyle,Lesbos,Loos,ledkovat,Ledvina,lev,Liszt,sled,Lion,Lýd,sůl,listen,Leontina,secese,lýko,eses,lískat,ovce,len,litec,laso,lednit,dolesnit,recese,levý,lasice,Lvov,viks,gesce,Lýdie,Válek,Reed,česnek,losos,jed,veksl,lov,Vey,linie,Laos,slez,Slezsko,Líšný,alej,olše,odlistit,Lér,olistit,sliz,listonos,Lena,lízat,lnout,ateliér,ujec,nést,Wales,přesný,telex,líc,Řek,láska,veka,narcis,dole,líný,glie,lídr,lajk,Mikis,linout,Lenin,Yale,likér,předek,pesík,rek,liána,léč,zatesnout,cé,účes
lest	les,list,lekce,lesnit,Leskov,ledví,Leona,Ledeč,zalesák,led,lísa,lesknout,lézt,nést,nalesnit,Leontina,protest,relikt,lýko,vesta,dolesnit,lem,Lem,plést,test,Lech,levý,litec,lev,vést,listen,ledkovat,Lion,cesta,vdolek,lednit,lít,lešení,lék,lízat,průlez,Leština,lenit,Lena,lítý,lekat,levný,čtyřlístek,Lída,Lenin,lísat,Leš,vlast,gesto,Lhota,ulice,nalézt,olistit,plast,odlevit,Ledvina,odlistit,gesce,lhůta,jevit,Levit,liktor,delšit,Lvov,alej,proces,jetel,Lezga,ulita,kolekce,Eliot,ujec,zálesí,jíst,zlevnět,jedle,Celesta,dole,léč,lis,Doyle,Aleš,plsť,ateliér,Lízal,plíce,veslo,Lear,Weil,zlít,veksl,neřest,perla,lnout,linout,přelítnout,lícit,odlistnit,likér,litice,dlít,líto,len,zalistit,veka,líc,plít,plít,lilek,plečka,číst,Válek,lůj,ulejt,Pesch,líný,Lýd,Litva,úlisný,vlízt,Vey,lijec,intelekt,letnit,ovce,Lyko,čtyřletý,Lýdie,nálevka,rozlítit,důl,nalejvat,projekt,plesat,liána,průlina,ves,level,slez,prolét,jez,telit,švestka,Levant,Lhotka,recese,elita,zalícit,jízlivý,analýza,rozlízat,Lessing,atestovat,past,proc,plečkař,lid,alkyl,vylevit,zlý,olše,Lér,zajíc,česlo,daleký,Yale,ulevit,řevnit,oves,jet,ventil,rozlítnout,lajk,Evenk,sled,nalítnout,přelejvat,část,přeslice,Valeč,lkát,česnek,olej,rozlejvat,poledne,zalítnout,lov,půllitr,nedůtklivý,zatesnout,lineární,litr,Poledník,následný,jesle,selekce,Leonard,Jeneč,převlek,plynit,zlítit,pes,Alijev,víko,převlečný,echo,prolejzat,vklesat,Ulč,linie,hlesnout,cedule,oblast,letovat,ucho,líh,sůl,údolí,jed,Olmék,laso,aval,otec,ulítnout,glie,kolektiv,těsto,Jelcin,telex,oj,Vlastík,lelek,eses,učitelík,Koleč,Dolejš,naolejíčkovat,póvlizovat,doproléčit,zalektat,secese,pěst,plech,livrej,letět,licence,veselý,Veselý,Reed,ulláh,Elster,předek,necky,vně,Nazaret,likérník,listonos,Olina,azyl,cech,cedovat,prevít,lžíce,Aventin,vlčit,pravý,Líšný,alt,píst,sliz,linkař,ejekce,záplet,většit,cé,Vít,vít,litera,plizovat,Čech,usoplit,telesetkat,vůl,Nat,rekce,nikl,prolhat,línat,blesk,zezlit,pesík,glej,valcíř,Mikes,lasice,Lojza,ovoce,čeka,podlý,rvát,předčit,vézt,podlízat,zaplynout,lišta,uvěčnit,Lesbos,vůle,ulhat,čtyřlitr,Lyon,častý,přestýlat,zkolektivnit,uzel,Ola,Slezsko,plena,agovat,Jedlov,tlít,poulit,Neapol,Dolina,Palestina,rozledět,Vujič,slečna,nový,ventilovat,rozlejzat,Antily,předlítnout,ovál,Letov,tele,lavice,jíní,Oliva,oliva,veš,vole,nazála,příst,přelhat,Řek,Poulík,přítel,poleno,lídr,Ulster,projekce,volenec,prst,protekce,lysý,Tesla,Polena,adolescence,upšít,nestor,plastika,léto,přesný,Pikt,veličit,tečka,vlk,Vlk,Witt,zčitelnit,Plečnik,uzlit,vlídný,koleda,Kollin,zlínět,Wales,lozit,Valentina,elevovat,vejl,Řečice,Jelena,pole,plyn,červ,lehký,veto,čílit,cedit,rek,elf,Nestroy,Zola,zasoplit,lískat,ječet,violina,Alexej,Zlín,Eva,plenit,precizní,řeka,zálik,laser,selektiva,lýtko,zelí,klestit,perník,Navajo,teze,zacelit,čistý,veleslavit,delfín,zalíknout,neopren,Liszt,Ajvaz,véčko,čmel,věk,lež,vylejt,esej,učit,Slezák,včela,zelený,přestlat,vestálka,půl,tmět,lačný,kůl,přečíslit,terej,ježek,liška,výt,licitovat,věno,čich,peskovat,uplvat,Pšov,Novell,Toledo,Presley,Antal,oplývat,Soller,Praj,Uljanov,jiný,navelit,proletář,protein,avalovat,večer,lemtat,hec,anýz,pastvit,pero,řvát,plivat,střelit,dock,jezevec,pysk,zletilý,nerez,Lincoln,atika,selektovat,přilicovat,Zvíkov,plížit,Polsko,los,Get,Váh,česat,oslnit,eleata,atletika,valit,železo,řečit,začíslit,slída,vlítnout,Joyce,akce,přilhat,antika,Novák,koleno,teč,vidle,půlminuta,vset,jih,přečkat,uniat,zjízvit,léno,lidoop,viola,Valeš,Jiljí,zlaičtit,Valera,liliář,Loučka,uhel,válka,Teka,nalétnout,text,pentlit,Valentin,police,lysat,kolmo,zalikovat,zelina,Zelina,voj,cena,doch,nota,Červík,jméno,bledý,western,éter,úžit,metelit,Westwood,ucelit,mdlít,lilie,zalkat,Alpy,kolika,vlastelin,um,přední,Pescar,prvý,vikář,plout,čin,vejce,ven,teleskop,lišit,čeleď,legie,práce,rez,jehně,mol,Ota,nářadí,klesat,Jinek,pot,nárt,první,větit,hlíza,mlít,pozemský,nerv,lift,lichva,aliterovat,čnět,pšenice,cejch,cello,nutit,leb,jít,neckař,Nara,liknavý,čekovat,moc,ret,Náhlík,tlemit,pestřit,přenáhlit,zapevnit,promoce,libý,Libý,klíště,Hein,dolinář,levitovat,Teige,plenta,Apple,prát,odlétnout,laik,lexikum,jeskyně,relé,zčerstvět,mléko,nit,vektor,pleva,Pleva,připlynout,lať,doliňák,pec,suplent,políček,rozjívit,čtvrt,lidnit,nacionální,jednička,jistý,dialektika,růst,avízo,úkol,linkařit,zlednatět,lípa,Redl,výmol,Pozník,knedlík,vát,nastýlat,podlejzat,lepšit,vmítat,vikýř,Reynek,láva,olovo,anektovat,zcelit,zlatý,zlatý,dolézavý,César,výr,láčka,vzplynout,prolongovat,zajíšit,Motl,pestrý,pýcha,zenit,čít,legovat,velmoc,zpestřet,nauhličit,Telč,polemika,tmel,plýtvat,Litvínov,oglejit,jezero,vejr,Nizozemsko,větev,blít,rejd,kolize,čmelit,Loun,nitro,pouť,litanie,Lazar,narcista,zesličnit,Libye,elastik,Motýlek,tesat,anestezie,velet,testér,mlčet,velký,Liba,nula,plísnit,láska,ladit,Nick,Lysák,jesen,Java,Klein,rozčilit,pravověrný,čnít,mléčit,načít,víjet,veta,solida,zvětřet,štěstí,mlíčný,půst,larva,Řezník,slíva,uzemit,pasta,převýšit,Sedlec,učedník,číslo,polevit,pleš,šlem,oblý,jezovita,nadít,dolejzat,prevence,etika,zem,Černík,Moliér,Aleman,dřevo,Viktor,štelovat,elegie,šlicovat,valcha,rozkol,cizí,věnec,učedlník,pnít,vestylisovat,part,rozlétnout,začít,začít,začít,zpodlet,učout,Kovalev,poslíček,rýt,záře,vlastenčit,dovlíknout,uhlinit,plavat,Peck,limit,vize,střízlík,pepř,solnice,ester,trojlist,vetchý,anulovat,twist,moč,vemknout,vnitrozemí,italika,tesil,převíjet,výmět,Týr,lavina,Avila,vlíkat,šlíra,jmout,loučit,letimovat,dolňák,přepočíst,Venuše,zřečtit,Ploc,dekl,pedál,cent,močka,věc,negovat,Vater,vina,ničema,váha,osel,přezka,Alávita,překovit,líhat,zavítnout,véda,Eliáš,zátiší,nach,Jasl,dolítnout,vlys,pevný,Veleslavín,příčit,Kyjev,jíl,pást,ničit,Vetter,plíseň,lidovýchova,Vaník,Čechov,lípat,víla,zplastičtit,čina,jelen,Esop,oplejvat,Estonsko,host,teletext,vylknout,zajínit,Leopold,hovět,převčelit,vůně,nehlesat,čert,esprit,reseller,vatýrovat,zavánět,vnadit,Prajz,zalíhat,Tesárek,zatím,zevlovat,cvičit,privát,zvěčnět,lata,Vencl,přemetnout,Lada,psát,chovat,lidojed,proplítat,Paulík,uperizovat,cédat,oprať,zesličnět,průčelí,pytel,noblesa,vlčet,vločka,lak,Cézanne,ovulovat,datel,tetelit,Kikuj,voliéra,včera,hektik,predace,evangelík,trylek,Preisler,Jut,prolétat,zet,sto,naprat,zlovůle,čerstvý,odlehčit,Valencien,nevěsta,prostý,mdlý,unita,akcie,Joza,zaolovnit,polní,liga,eklektický,nechat,meč,přeonačit,dolihovat,Jáva,střeček,Loos,volit,Lynch,zpevnět,legista,valkovat,týt,Louny,supervenovat,Pertlík,zvěř,Rýn,Zezula,dealer,Piave,džez,nalíhat,vojačit,zolovnět,estetika,Val,zuhličit,častit,zapchnout,provazolezec,replika,vyžle,plazit,noc,ligista,čtvrtletý,veřej,jinačit,Vaněk,vyoslit,provoz,vexlovat,vléci,zveličet,věstit,líhnout,Zelenkov,odčtíst,docelit,vakcina,protější,Ela,Černo,cesionář,elidovat,podolí,zdolit,deka,přít,role,slina,závoj,Vína,jalový,avansovat,vezír,Praha,Leibniz,ulétnout,teskný,lát,prozřetelný,zapylit,zvěr,víno,alkalický,Lačina,úvoz,míč,plédovat,jechat,maleinovat,žnout,látka,rozpliznout,kleště,Nekovář,láce,penále,moci,Napoleon,tělesnit,clo,převis,Poe,věnčit,protivný,Přerov,vlekat,zneaktivnit,rejdit,Lennon,Jesus,lítostnit,Hlinka,klika,kostlivý,Motejl,avionika,věrozvěst,cítit,zvěstovat,ocel,prase,závěra,prs,učlověčit,hotel,předjímat,tmívat,znesnadit,objekt,nasupit,advent,výčet,Nezval,prak,praxe,jelenář,věta,nýt,nýt,želet,Livonsko,zpeřestit,neoplastický,oploutvit,jitro,reedovat,jajkat,hecovat,uprat,Evans,účinek,čířit,kolísat,deal,eser,zálom,císař,Gét,Queen,čísnout,protivit,plastinovat,umálovat,acetyl,Kiel,unie,neón,satelit,zvěcnět,odlítat,valník,protéza,Welles,zplynět,apelovat,Linda,rozcitlivit,náčelní,udit,zavčelit,lnář,próza,Melech,dík,Močik,Michlík,Prokš,Avar,aplikovat,ječmen,vosk,Teplice,attika,čelo,ořech,uzelník,Lhoták,nalétat,nalétat,předlétnout,převářet,hlezno,Lysenko,novela,loajalista,odvětit,anualizovat,vějice,Čelechovice,pnout,mok,Westfál,negr,piklit,suplovat,anténa,Rojík,vítr,cholesterol,Don,zjízlivět,jednat,přeteplit,plát,plát,provlhat,slad,vyakčnit,Nostic,Tisa,přeslat,zátinek,peronalizovat,Zug,styl,zhlednout,Parléř,pracka,účes,Dewar,kolej,ablesovat,pročísnout,entlovat,Sup,dolar,Loník,revanšovat,vylkat,Vyletěl,Vladík,Ljachov,udolat,zaplítat,pelešit,přisliznout,oko,Lach,jírovec,sugesce,Lipka,pakt,zplastičtět,pech,hníst,Avery,vlípat,Boole,revma,sladký,ocet,Palec,palec,zkaličit,nížeuvést,Plíhal,pidlat,klít,zcizet,záplata,navlíknout,plyš,něha,oplítat,elektrický,loutka,poník,elektronika,Altaj,poltit,Neděla,blízký,plátno,znatel,vylétnout,plavčit,nok,bez,validní,lajstnout,mech,Vela,povyk,menšit,preclík,polévka,oblejzat,Věra,hic,terč,viks,kůň,zcitlivit,Plecháč,televize,zahltit,salesián,půlmilion,sulc,alibi,veleduch,zčlověčit,Lengyel,Jesenin,vonět,uteplit,Litovel,popleta,střevo,ohm,slídit,čížek,apríl,jemný,jíška,závitka,zaplotit,vlas,Twitter,Anhalt,číš,čtverý,louh,podlétnout,prvolezec,písek,Karlik,Zulu,cejn,policie,uzřejmit,ochočit,jak,kemalista,zapchat,vata,províjet,bestie,dolhat,reznout,koncil,prérie,činčila,eskalovat,židle,roznítit,Provence,Lébl,sekce,zpestřit,podvelitel,pancíř,přeřizovat,Jevišovice,mul,Nantes,Vilím,přezvěřit,Cvrk,čaj,zout,ondulovat,jeseter,porce,Nil,naiva,Azer,opice,vmáčknout,scelit,elektroda,zopernit,vlhat,overlay,příjice,červený,Weiner,rozjímat,Černov,žmolit,člověk,Angola,procitat,Rojka,Othello,slejzat,častovat,piano,váhař,zplíhat,Vocel,Jon,přitělovat,Vánoce,půdoznalec,Watt,watt,závěť,zaktivnit,eklovat,nivelizovat,střízlivý,prelát,netware,řezat,leasovat,zavářet,střevlík,pragovka,velikáš,vyvoslit,tma,prach,pozemek,dolétnout,Vichy,Emil,neteř,zavíznout,elektron,opylit,šek,zpyt,uher,Uher,Valina,Pelištejec,Vincent,Alexejev,nocleh,odolat,Mílek,člen,Nizozemí,nadlétnout,veličenstvo,Alsasko,Pelé,doplítat,zpýchat,znecitelnět,vystýlat,vila,zatrolený,Čerkes,pistole,provléknout,hledat,metalista,olovář,jonák,plch,žláza,Sovík,teřet,princ,přecitlivět,Stern,Antoník,Vala,piha,utilita,heslo,čára,znovuvynalézat,Úpa,jihnout,Olivier,vítat,balast,rozzeleňovat,avízovat,Cecilie,docent,dýně,dé,hit,princip,práh,acyl,royalismus,teplý,Teplý,Břest,půjčit,vychovanec,gletovat,akcent,Malec,dout,pořečtit,Pelin,sladit,lihovar,společný,rezerva,precedence,antitéza,Želiv,hnout,réva,out,Smolík,vlát,pelerína,přesléchat,Pareto,řepa,Tyl,vosa,prevalovat,zjevištnit,zodolnit,přetmavit,Šik,zajíkat
letnit	letět,letovat,Letov
letovat	Letov,letět,letnit,letovod,léto,nalétat,nalétat,nalétnout,prolétat,proletář,zletilý,vylétnout,odlétnout,Vyletěl,odlítat
letět	letovat,Letov,letnit,Vyletěl,léto,nalétat,nalétat,zletilý,prolétat,lít,letovod,nalétnout,proletář,líto,vylétnout,zlítit,lítý,zapoletět,odlétnout,výletit,odlítat,zaletat,přelítnout,polétat,vlítnout,zlít,vzlítat,dolétnout,tetelit,ulítnout,prolét,rozlítit,podlétnout,podlétávat,rozlétnout,dlít,lítostnit,nalítnout,litec,předlítnout,vzlétat,ulétnout,rozlítnout,lev,Litva,Lena,čtyřletý,zalítnout,lenit,letimovat,lechtat,dolítnout,litice,Lear,předlétnout,léno,zlatět,len,vlétnout,Leontina,tlít,lýtko,Leona,přilítat,zplnoletit,levý,nadlétnout,lež,teletext,přilétnout,zlítostnět,levitovat,Levit,zapolétat,acetyl,Lenin
lev	levý,levný,Levit,level,Levant,Lvov,ulevit,zlevnět,levitovat,vylevit,léč,alej,lék,Lena,Kovalev,len,elevovat,lelek,odlevit,Lenin,lenit
levitovat	Levit
levný	levý,lev,level,Levit,zlevnět,Levant,vylevit,Lvov,ulevit,odlevit,levitovat,elevovat,lelek,Lena,polevit,alej,lenit,léč,lekce,nálevka,zlít,prolét,nalejvat,Lech,elév,Lenin,Kovalev,len,rozlejvat,zelený,lék,léto,ledví,rozlejzat,Leona,letnit
levý	lev,Levit,levný,level,Levant,ulevit,zlevnět,levitovat,vylevit,odlevit,elevovat,Lvov
