Abraham	Abrahám
Obodrit	zbodřit
Oborný	Zborný,Voborný,Zborov,bor,Born,zodbornit,úbor,Borat,borec,zodbornět,Borovan
Ochrid	Ohrid
Odry	drzý,Dora,podrost,dres,drúz,Rys,rys,drozd
Odyssea	Oděsa,ďas,dissekovat,děs
Oděsa	děs,Odyssea,ďas,Sisa
Ohrid	Ochrid
Ola	Zola,olovo,Olina,Antily,olovář,dole,alt,olše,Sláva,slina,dekl,Ulč,oliva,Oliva,zaolovnit,Ota,cé,víla,vila
Olach	Lach,valach
Olina	Dolina,dolinář,oliva,Oliva,slina,olovo,Ola,doliňák,ulice,linout,Zola,violina,olej,olše,průlina,linie,dole,zaolovnit,olovář
Oliva	Olina,olovo,olej,Olivier,zaolovnit,olovář,olše,Ola,ulita
Olivier	oliva,Oliva
Olymp	Olympie
Olympie	Olymp
Omán	román,Román,man,Aman,mánie,Roman,mánička
Onan	nový,Don,znít,Novák,Nat,Poznaň,nit,donace,Nick,necky,poník,znoj,zen,Annan,unita,unie,suponovat,Poe,dnít,dna,Jon,čnít,uniat,Nil,oponovat,vně,znatel,čin,Donoval,půl,Novotný,znělka,znát,Sup,nítit
Ondrák	Vondrák,Indrák,Ondrášov,Jindrák
Ondrášov	Andráš,Vondráš,Ondrák
Opasek	opak,Pásek,pas,zpasečit,opakovat
Opava	opat
Opolan	Polana
Opočno	odpočnout,počít,opice,pokoj
Orava	orace,orátor,orat,dravý,rajka,Dora
Orfeus	orfik
Orlov	orloj,orel
Orta	aorta,Orten,orat,dort,orátor,porta,ortodontie
Orten	Orta
Oscar	Oskar,sitár,kar,Ikar
Oset	Osetie,set,osev,vyosit,sít,osel,sítina,Nos,nos,seno,vset,sivý,sen,prosit,osa,um,síci,setkat,Sova,sova,sát,osivo,přesný,sekce,ovce,sto,síť,sosat
Osetie	Oset,sítina,set,osev,setkat,osel,atom,vyosit,nos,Nos,um
Osiris	sirý,iris,Usir,irisovat
Oskar	Oscar,Ikar,sitár,kar
Osman	osma
Ostrava	strana,ostrov,ostrý
Osvětim	světnice,osvětář,svítit,svět,zásvětný,zásvětí,zesvětovět,posvětštit,zesvětštit,vysvítat
Ota	cé,otec,oko,attika,Stin,antika,atika,nota,ovce,sto,etika,tele,záře,tnout,oj,Stoy,Zita,vata,Ottawa,Otava,deka,Vey,tečka,pot,Nat,dé,Telč,vně,Antily,čin,zátka,vát,dock,zet,ujec,zajíc,ovoce,zívat,Poe,kost,out,teč,zen,dýka,zátinek,doch,rota,nový,Teka,zíta,dotovat,Anna,set,Kůst,dík,půst,kov,dekovat,Ola,okno,inovovat,Inuit,růst,udice,zout,dna,udit,alt,diktovat
Otava	taj,Ota,zotavit,tanout,tank,tavit,Tate,táta,Ottawa,tajný,Tala
Oton	proton,tonout,Tonga,Stone,tonus,tón,stonek
Ottawa	Ota,attika,tnout,Otava,otec
Ouředník	zouředničit,zouředničtit
Ovidius	video
Ořechov	ořech,vořech
Pacifik	pacifikovat,pacifismus
Pacov	pac,Pacák,pach
Pacák	Pacov,pac
Padova	pádit,padat,spad,pádlo,přepad,pára,padouch
Paka	pakt,pak,pást,pach,pakl,Pásek,páčit,pac,paket
Palata	Palau,palatin,palatála,palác,pálat,Palán,palačinka,palec,Palec,palice,paleta
Palau	Palata,palác,Palán,pálat,palatin,palatála,palačinka
Palec	palice,Palin,palác,pálat,pálit,paleničář,paleta,Palán,Palata,Palovčík,páleničář,pac,opálka
Palin	palice,palec,Palec,pálit,Palán,paleničář,Pelin
Palovčík	palec,Palec
Palán	palác,Palata,Palau,Palin,palatin,palice,Palec,palec,pálat,Pelán
Pan	pán,propan,pánev,panika,Panák,panel,pančovat,Panonie,páv,panda,pantáta,Panýr,punkt,pancíř,pnít,paňák,vypančat,punk,punč
Panonie	pan,Pan,pán,panika,Panák
Panuš	panoš,Panák,panašovat,panika
Panák	paňák,panika,pan,Pan,pán,pantáta,Panuš,pánev,pátek,panel,pančovat,pancíř,Panonie,panda,pat,páv,pak,pata,Pauk
Panýr	panda,pan,Pan,pán
Papuán	papá,papája
Papák	papá,papat,papuč,papája,pátek
Pareto	parita,pár,pára,párkář,parkovat,Párs,párkař,parírovat,párat,pářit,Parker,parker,parter,parta,parketa,retina
Parker	párkář,párkař,parter,parkovat,pár,Pareto,pára
Parth	parta,part,parter,partner,partie,Sparta
Paska	pas,Pásek,pasta,pás,past,pastvit
Pasternak	pasterizovat
Pasteur	Pastor
Pastor	pastorovat,pasta,Pasteur,pastvit,pastvinář
Patočka	pata
Patras	patro
Patrik	patro,patřit,patriot,patricij,patrona
Pauk	pauza,opak,Panák
Pavel	Pavlov
Pavlis	Pavlov
Pavlov	pavlač,Pavlát,pavlán,Pavlis,Pavel
Pavlát	pavlač,Pavlov,pavlán
Pazdera	pazderník
Paďour	pazour
Paříž	pařez,řepařit
Pašta	paštika,paša,Paštun,Paštún
Paštun	Paštún,Pašta
Paštún	Paštun,Pašta
Pecháč	pech
Pecina	pecka,pec,Peck,Pešice,pech,pecnář
Peck	pec,pecka,Pecina,péci,péče,Pelé,píce,pevný,pech,píka,pat,pět,pecnář,pécéčko,píča,Pikt,pentle,pátek
Pelin	Pelé,pelyněk,Pelán,popelka,penále,Palin
Pelán	Pelin,Pelé,Palán
Pelé	Pelin,popelka,Peck,pevný,Pelán,pec,Popel,popel,pecka,penále,píle
Pepa	pepř,pípat,zpepičet,zpívat
Peprník	pepř
Perner	perník,pero,pernikář,perla,Pernštejn,zopernit,Peřina
Pernštejn	Perner
Perota	Perout,pero,Peru,Peřina,vypeřit,zpeřit,pierot,Perun,perník
Perout	Peru,pero,Perota,Perun,Peruán,perník,zarout,Peřina
Persie	persistovat,pero
Peru	Perout,Perun,pero,Perota,Peruán,perník,Peřina
Perun	Peru,Peruán,Perout,perón,pero,peronista,Perota
Peruán	Perun,Peru,Perout
Perštejn	Perštýn
Perštýn	Perštejn,pero
Pescar	Pesch
Pesch	Pescar,pes
Petera	Piter,Petr
Petr	Petrák,Petřín,Petrarka,Petrus,Petrán,Petera
Petrarca	Petrarka,Petrák,Petrán
Petrarka	Petrarca,Petrák,Petr,Petrán,Petrus
Petrus	Petrák,Petruš,Petr,Petrarka,Petráš,Petrán
Petruš	Petrus,Petráš,Petrák
Petrák	Petrus,Petráš,Petrán,Petrarka,Petr,Petrarca,Petruš
Petrán	Petrák,Petřín,Petrarka,Petr,Petrarca,Petrus
Petráš	Petrák,Petruš,Petrus
Petržala	Petržela,Petržil,petržel
Petržela	petržel,Petržil,Petržala
Petržil	petržel,Petržela,Petržala
Petřín	Petrán,Petr
Peřina	pero,zpeřit,vypeřit,perník,přepeřit,Perota,opeřit,zapeřit,perioda,perla,Peru,Piper,Perner,Perout
Pešice	Pecina,pech
Piast	piano,Piave,píár,pinie
Piave	piano,pinie,Piast,píár,pinčl,psát,vina,Pinkas,upír,opice,pravý,Pšov,pinkat
Pikt	píst,píka,píča,píce,písek,pikovat,Pěč,piknik,pěst,pít,opice,picnout,pět,pást,zpíčit,pec,pikat,vypíčit,Peck,pes,zpívat,Pšov,pakt,pěší
Pila	píle,Pilát,Pilich,pilot,pílit,pilíř,pinie,opice,píce,pupila,píča,pinčl
Pilich	Pila,pila,Pilát,píle
Pilát	pila,Pila,pilot,píle,pilule,Pilich,pílit,spilák
Pinkas	pinie,pinčl,Piave,pinkat
Piper	Piter,pipeta,opeřit,píár,Peřina,piano
Piter	Piper,páter,pitvat,Petera,píce,páteř
Pivoňka	pivoň
Pivín	pivoň,pinie
Pju	zpyt,půst,Zuza,pouto,Jut,pustý,vyzuzat,pnout
Placht	plachta,plachý,plácat,placatý,plachtařit,zplacatět,zplacatit,pláchnout,poplacat,placenta,opláchnout
Platon	platonik,novoplatonský,platina,Platz,platit,plankton,plátno
Platz	Platon,plát,plát,plátno,záplata
Plecháč	plech
Pleva	plena,plečka,plevelit,plít,plít,plíce,oplejvat,plenit
Plečnik	plečka,plečkař,plést
Plešivec	pleš
Ploc	plíce,plocha
Ploština	zploštit,oploštit,sploštit
Pluto	pluk,plátno,plout,plát,plát
Plzeň	Plzák
Plzák	plzeň,Plzeň,plyn
Plánka	plán,Plávka,plátno,plankton,plát,plát,planeta,zplanit,vyplanit,plný,plantat,plyn,plášť
Plávka	Plánka,plán,plátno,plát,plát,plavčit,plavat,planeta,plášť,oplavovat,splávnout,platina,plíce,výplav
Plíhal	zplíhat
Podhora	podhorák,Hora,hora,horna
Podháj	háj,Háj
Podolan	Dolany
Podsedník	Zedník,předseda,podsada
Poe	půst,vně,pot,oj,necky,ovce,půda,Nat,op,pod,nový,přesný,záře,cé,dno,poník,Zappa,sto,dna,vát,čin,Vey,nos,Nos,podlý,povyk,pouť,vina,pouto,Nick,Úpa,ujec,zajíc,Sup,um,půl,oko,přední,pop,Pop,pozice,Nostic,dé,Ota,psát,zen,donace,seno,Novák,Zuza,poezie,Zuna,set,zlý,řvát,Onan,překovit,Antily,póza,zet,vůně,antika,zvát,zvát,víko,snout,různý,příst,zátka,vosa,zout,víno,dock,jiný,Pozník,voj,prostý,Ob,sen,příčit,vosk,dům,povinný
Pohan	Johan,novopohan,Rohan,johanita,hanět,hanit
Polana	Opolan,Dolany,polní,Solana,pole,police,lano
Poledník	poledne,lednit
Polena	poleno,pole,polní,police,polovat,políček,polévka,Polsko,Lena,Napoleon
Polomík	Lomič
Polsko	pole,police,polní,políček,policie,půl,pól,polovat,poleno,Polena,polda
Polynésie	polonisovat
Pompeje	pompa
Pop	op,Sup,upír,půst,vně,Poe,oj,nop,nový,Nat,zapovat,Popel,popel,čin,pot,opice,Pousta,čop,zápůjční,rap,nápoj
Popel	popelka,zpopelnět,Pelé,Pop,pop,opět
Popper	upír
Portnoy	porta,port,porce,porota,porotce
Portoriko	porce
Portugalsko	portugal
Pospíšil	pospíšit,uspíšit
Postřižín	střiž,Stříž,stříž
Poulík	poulit,Pulík,ulice
Pound	pouto,proud,pod
Pousta	poustevna,pustý,pouto,Pop,pop
Powell	Lowell,Wells
Pozdník	pozdě,půda,Pozník
Poznaň	Pozník,Onan,znít,punkt
Pozník	poník,povozník,Poznaň,půst,pozoun,znít,póza,poníkář,Nick,půl,Poe,Pozdník,znát,nový,Řezník
Poříz	poříčí,řídký,pořad
Požár	žár,pohár,požrat,stožár
Praha	prahnout,práh,zapráhnout,zápraž,pražit,vyprahat,vypráhat,zprahat,zpráhnout,Praj,prach,jih
Praj	Prajz,pravý,oj,práh,ujec,prát,zajíc,projekt,jiný,Praha,provoz,příjice,ráj,vně,přesný,práce,prak,Rýn,jíní
Prajz	Praj,pravý
Privalov	privát
Procházka	nadcházet,podcházet
Prokop	kopr,kopí,kopa,prokovit,kopřiva,kopčit
Proteus	protéza,protekce,protkat,protein,protivný
Protivín	protivit,protivný,zprotivět,zprotivňovat,zprotivnět
Proust	prut,proud,produkt,proudit,přít,próza,Prus,prudit
Provence	zvencnout,Vencl
Provázek	provázet,provoz,zavazet,provozář,váza,zavazit,vázat
Prozorov	pozor,dozor,vzor
Prus	průsek,prut,prostý,proud,Proust,prosit
Prácheň	práchnivý,prach
Prášily	prašivý
Pták	ptát,uptat,optovat
Publicius	publicistika
Puk	puč,pučit,pučet,opus,pustý,půst
Pulík	pult,políček,puls,Poulík
Purkar	purpur,párkař,párkář
Putin	putna
Puškin	puška
Pygmalion	Pygmalión
Pygmalión	Pygmalion
Python	Pýthie
Párs	pár,pára,párkář,párkař,pářit,parkovat,párat,Pareto,spára,pod
Pásek	pás,pást,pásnout,pak,pas,past,pakt,Opasek,Paska,pasta,Paka,pasíř,pastvit,pátek,zápas,opak,propásnout
Pétain	pipeta
Pýthie	Python
Pěč	píča,zpěčit,zpěčovat,pěkný,píka,pět,pěst,vzpěčovat,pěší,píce,píst,Pikt,pěna,pít,zpět,pětník,vypíčit,pěnice,zpíčit,pec
Přehořov	Hořan,Řehoř,Hořín
Přerov	rovný,Rovný,Výrov,prérie,Vey,rover,oj,iterovat
Přidal	dál,datel
Pšov	oj,piano,záře,Piave,Pikt,pšenice
Rabštejn	rabi,rabiát,rabiák
Radek	rada,radovat,rádio,radar,radon,rádlo,radikovat,razit,Radok,radom
Radok	Radek,radikovat,radovat
Radouň	radon,rada,radovat,rádio
Radošin	radom
Radvan	radon
Raet	ret,orace,rána,raný,ráčit
Rainman	Rayman
Rais	ras
Rakousko	Rakovník
Rakovník	rak,rakev,rákos,Rakousko,Rákosník
Rambo	Rambous
Rambous	Rambo
Randák	rande
Rankov	ranč,rána,raný
Rath	Roth,orace,rathovatět
Ravel	Raven
Raven	Ravel
Rayman	Roman,Romanov,román,Román,man,Rainman,Aman
Račan	ráčit,rak
Rašidov	arašíd
Redern	derniéra
Reed	reedovat,rejd,rek
Reger	Eger,Roger
Renoir	Ir,Zair,Irena,orace
Renáta	renta,ret,renovovat,Renč,rentovat,retina
Renč	Řenč,renta,ranč,ret,Renáta,rentovat,renovovat
Reynek	ret,rejd,ujec
Reš	Aš,rek
Richter	narichtovat
Rilkov	ricin
Rive	rival,réva,ricin,ret,Řivnáč,ráj,rovný,Rovný
Rodinov	rodit,rodinkařit
Roentgen	rentgen
Roger	Rogers,Reger
Rogers	Roger
Rohan	pohan,Pohan,rohož,Haná,Hana,Roháč
Rohlík	rohlíkář
Roháč	rohovatý,rohovník,roh,Rohan
Rojka	roj,ráj,Rojík,rajka,růže,říje,ropa,oj,Rovný,rovný
Rojík	roj,Rojka,ráj
Rokyta	rakytník
Rol	role,Rolin,rolovat,rolnička,rolničit,rock
Rolin	Rol,role,rolovat,rolnička,rolničit
Rom	rám,radom,um,rum
Roman	Román,román,Romanov,romantika,Rayman,pyromanie,Omán,man
Romanov	Roman,Román,román,romantika,pyromanie,Rayman
Román	Roman,Romanov,Omán,romantika,Rétoromán,Rayman,pyromanie
Ronov	ronit
Rostov	růst
Rosza	rosa
Rotar	rota,rotovat,rotarián
Roth	rota,Rath,routa
Rottal	rota,rotovat
Roub	roubit,roubat
Rouč	routa,router,out,zarout,ruka
Rovný	rover,ráj,Přerov,rovinář,roj,vně,Rýn,ret,růst,Rojka,Rive,rozporovat
Rubens	rubín,Rubák
Rubák	rubat,Rubens,obruba,rubl
Ruda	rudý,zarudat,vyrudat,zrudit,Neruda,zrudnit,ruina
Rulík	rulička,rulovat
Ruml	rum
Rusko	rusý,růst,rum,ruina,ruka,Rusín,rošt,rudý
Rusín	rusý,Rusko
Rybák	ryba,Rybář
Rybář	ryba,Rybák,rybíz
Rychlý	rychta,krychle,Rychnov
Rychnov	rychlý,Rychlý
Ryk	Dyk,Rys,rys,rek,Rýn,ryčet,oj,jak,rak,Jinek,dýka,rycnout,rok,záře,Řek
Rys	rorýs,Ryk,ras,půdorys,rým,Odry,Sýs,ďas
Ráb	rab,rabi,rabiát,Dráb,dráb,rabiák
Ráchel	ráchat
Rákosník	rákos,rak,Rakovník
Rétoromán	román,Román
Rýmařov	rýmař,rýma
Rýn	rýt,oj,Ryk,urna,rýže,růst,rovný,Rovný,jíní,jarý,zajíc,ujec,roj,Jinek,jiný,Praj
Sabina	Sába
Sacharov	sacharin,sacharid
Sadil	sadit,sadovník,Sadov,Sádek,odsadit,sádlo,podsadit,sadařit
Sadov	sadovník,sadit,Sádek,Sadil,Sasko,Saud,Sasín,soda,odsadit,saze,sadismus
Salaj	salát,salám,sálat
Samara	Sumara
Samnita	samet,samec
Samoa	samozvaný,samota,Sámos,samonasávat
Sandino	sandinista,sandál,Sandro
Sandro	Sandino
Santana	santal,saně,sankce,sanita
Santiago	sága
Sardinie	sardinka,sardinkář,Sardon,sardel,ordinář
Sardon	Sardinie,sardinka,sardinkář
Sasko	sako,sak,Sasín,Sadov,sosat,saze,kosa,vosa,Kosák,savo,Sosna,Sámos,sadovník
Sasín	Sasko,Sadov
Saturn	saturovat
Saud	Saúd,Sadov,saze,sauna,saně,savo
Savoj	savo
Saúd	Saud
Schelling	Schiller
Schiller	Schelling
Schmid	Schmitt
Schmitt	Schmid
Schram	chrám,schrána
Scot	Scott,skot,scout
Scott	Scot,scout,skot,Kott
Sedlec	sedlat,Sedlčany,Sedlák
Sedlák	sedlat,Sedlec,Sedlčany
Sedlčany	Sedlec,Sedlák,sedlat
Seifert	fertilní
Sekera	sekyra
Semela	Semily,semeno,semický
Semetín	semita
Semily	semita,Semela,semický
Seminol	seminář
Sender	senderista
Seneka	seno,sen,senát,sekce,secese,skin,set,siena,skica,senilní,sekta
Serafin	Serafína,seraf
Serafína	Serafin,seraf
Severa	sever,Vavera
Seychely	Chelm
Sezema	sezam,sedma
Siam	siný,sinus
Sicilián	Kilián,Sicílie
Sicílie	Sicilián
Sidon	Sion
Sikula	Mikula,Šikula
Silva	silt
Simmel	sommeliér
Sinhal	Sinhálec
Sinhálec	Sinhal
Sion	Sidon,skin,siena
Sisa	osa,siena,Sýs,síci,sisal,vosa,sistovat,skin,Oděsa
Sisyfos	Sysifos
Siva	sivý,Sova,sova,osivo,siena,siný,sít,síla,sítina,seno,vyosit,soja,osev,Sovík,síň
Skalice	Skalník,Skalka,Skála,skála,Skácel,skalár,skalkařit,skalničkařit,eskalovat
Skalka	Skalník,Skála,skála,skalkařit,Skalice,skalár,Skácel,eskalovat
Skalník	Skalka,skalničkařit,Skalice,Skála,skála,Skácel,skalár
Skandinávie	skandál
Sklenář	zasklenit
Skupa	kupa,skupina,skunk,kopa
Skyt	skot,kyt,skicnout
Skácel	Skalice,Skalka,skála,Skála,Skalník
Skála	Skalka,Skalice,Skalník,skalár,skica,Skácel,skin,skicnout,škála
Slanec	slanit,Sláva,slina,Slovan,slon,Slávie
Slavia	Slávie,slavit,Sláva,Slavník,slavík,Slovinsko,Ilava
Slavník	Sláva,slavík,slavit,Slavia,Ilava,Slávie,Slavonie
Slavonie	Slavník
Slepička	slepičář,naslepičit,slepý
Slezsko	slez,sled,Slezák,sliz
Slezák	Slezsko,slez
Slovan	Slovensko,slon,sloj,Slovinsko,Slanec,slina,Sláva,Ivan,slanit
Slovensko	Slovinsko,Slovan,Československo,sloj,slina,slín,předslovovat
Slovinsko	Slovensko,Slovan,slina,Slavia,sloj,Slávie
Sláva	Ilava,Slavník,Slávie,slavík,Slavia,slavit,Slanec,slina,Ola,Slovan,slíva
Slávie	slavit,slavík,Sláva,Slavia,Slavník,Slanec,Slovinsko
Slíž	slín
Smola	smůla,Smolík,Smolen,Zimola
Smolen	Smolík,Smola
Smolík	Smola,Smolen
Smrk	sýr,Smrt,smrkat,Sýrie,síra
Smrt	smrk,Smrk
Smutný	smutit
Smíchov	smích
Smělý	smět,osmělit,smilný,smích,smílat
Sodoma	soma,soda
Sokal	vokál,Vokál,sokol
Sokrates	Sókratés
Solana	Soláň,Dolany,Polana,solnice
Soliman	Solimán
Solimán	Soliman,solida
Soluň	Soláň
Soláň	Solana,Soluň,volán
Sosna	sosat,vosa,osa,sako,Sova,sova,síci,saně,nos,Nos,siena,sak,syn,Sasko,savo,sok
Soul	stůl,sůl
Sova	Sovík,Siva,sivý,osa,vosa,siena,soja,set,síci,skin,Sosna,sen,sto,vina,siný,seno,iks,Nos,nos,sít,sát,sovět,eses,savo,síla,Oset,sosat,vně,skica,síň,vyosit,sítina,soda,Mikes
Sovík	Sova,sova,sovět,viks,Mikes,set,sto,vosa,sivý,víko,oves,sát,seno,sak,kov,nos,Nos,skin,osa,vosk,savo,Siva,svůj,Zvíkov,sekce
Sparta	parta,pasparta,part,partie,spára,Parth,parter,partner
Spina	Spinoza,spinning,spíž,spát,Spitta,spět,odpínat,spíkr,podpínat,pinie
Spinoza	Spina,spíž,spinning
Spitta	Spina,spět,spíkr,spát
Spiš	pospíšit
Sporck	sport,spora,spor,sporý,spurt,porce,spořit
Spěvák	spět
Srna	srnec,Srník,sráz,srát
Srník	srnec,Srna,sráz,srát
Srp	sýr,síra
Stalin	Stalinov,Dostál,neostalinský
Stalinov	Stalin
Stanislav	Staník,Staňkov
Staník	stanovit,stájník,Staňkov,stánkař,stánkařit,Stin,Stanislav,stáj,stávkař,Stoy,stát,stát,stát,stáž
Staňkov	Staník,stanovit,stánkař,stánkařit,stáž,Stanislav
Sterik	Stern
Stern	Sterik,western,ester
Stin	stín,Stoy,stěna,Stone,Ota,stínat,sto,stonek,Stivín,čin,stoik,osten,cé,tele,Staník,instinkt,Telč,Nostic,stonat,zátinek,otec,oko,stánkař,inovovat,stanovit,nový,skin,Nat,oj,stáj,sténat,star,ovce
Stivín	Stin,stín
Stoiber	Iber
Stone	stonek,stonat,Stoy,Stin,sto,stín,stoik,stůl,Oton,stop,stopa,styl
Stoy	sto,Stin,stoik,Stone,star,Ota,stonek,stud,stín,starý,stádo,set,stonat,stáj,zet,Stáza,stěna,oko,cé,Zita,oj,stát,stát,stát,deka,Staník,ovce,stínat,čin,etika,stánkař,vně,Nostic,antika,sekce,stejný,šťáva,zeť,Vey
Stratil	strana,Stratton,tratit,straka
Stratton	Stratil
Strauss	struska
Straňan	strana,Nitran
Street	strečovat,stréc,strýc,stres,ostrý,Strejc,strana
Strejc	strýc,Street,stréc,stroj,stres
Struž	vystružit,ostružina,pstruh,struha,soustruh,skruž,ostruha
Studený	stud,studit,studovat,Studénka,Studnář,zastudenit,etuda,zestudenět
Studnář	Studený,studený,studit,stud,studovat,Studénka
Studénka	Studený,studený,studit,Studnář,stud,studovat,zastudenit
Stupa	stopa,postupný,postupář,stoupat,stoupit,nástupný,stop
Stypa	stopa
Stáza	stádo,Stoy
Stříbrný	Stříbro,stříbro,stříbřit,zestříbrnět,zastříbrnět,zestříbřet
Stříbro	stříbřit,Stříbrný,zestříbřet
Stříž	střiž,stříhnout,střežit,ústřice,Kříž,kříž,střed,Postřižín
Suchan	suchý
Sudek	Sudety,sud,osud,Sádek,soda
Sudety	Sudek,sud,osud
Sula	sulc,sunout
Sum	sumovat,sumec,sud,suma,osud,um,soda,soma,dům
Sumara	Samara,Sumer,suma
Sumer	sumírovat,Sumara
Sung	sunnita
Sup	op,nový,vně,pop,Pop,Nat,půst,sto,oj,Novák,nit,upír,vát,Poe,čin,vůně,oko,Don,supět,ovce,pot,zout,out,necky,přesný,ničit,přít,zet,Nick,příst,cé,pozoun,zapovat,dout,Onan
Sura	surový,Dora,zesurovit
Svatava	Svitavy
Svatý	svat,sval,svačina,seno,svůj,svitek,svářit,svině
Sviny	svině,svitek,svitnout,svišť,svižný,svůj
Svitavy	Sviták,svitnout,svítit,vysvítat,svitek,Svatava
Sviták	Svitavy,svitnout,svítit,svitek
Sysifos	Sisyfos
Sába	Sabina
Sádek	sadit,sadovník,sádlo,Sadov,Sadil,Sudek,Sázava,saze,sud,odsadit
Sámos	samet,samosoud,samec,Samoa,Sasko,samoschnout
Sázava	Sádek,saze,sádlo
Sókratés	Sokrates
Sýkořice	sýkora
Sýrie	sýr,Asýrie,sýřit,série,syrový,síra,Smrk,smrk
Sýs	sýc,Sisa,síci,smska,čas,sak,osa,Rys,rys,Mikis,dýka,vosa,Mikes,Nos,nos,sesout
Tabori	tábor,táborničit
Tagal	Tagan
Tagan	Tagal,tagovat
Tala	talár,táta,Tate,tát,Talich,totální,tank,Otava
Talich	Tala
Talma	talmud
Tamana	ataman
Tangut	tango
Tatar	táta,Tate,tát,tára,ztatařit,tatrovák
Tate	tát,táta,Tatar,tank,taj,Tala,tetovat,tanout,Otava,tanec,potatit,teta,tnout,téci
Tatran	tatrovák
Tchang	tchán
Teige	Teigov,Teka
Teigov	Teige
Teka	tečka,teč,teta,otec,test,Teige,teze,tesat,téci,protekce,etika,tnout,Ota,atika,tele,attika
Telč	tele,teč,otec,cé,tečka,pot,tknout,Ota,téci,Ulč,Nat,tělo,telit,pytel,oj,vně,ovce,tenký,ujec,Stin,týn,čin,vát,týt,oko,půst,teta,týl,Tennant,čtvrt,taj
Tennant	tenký,tknout,potence,ztenknout,tenze,vytentovat,tele,podtínat,odtínat,potentovat,Telč,tnout
Teplan	Teplice
Teplice	zteplit,Tepličák,vyteplit,teplý,Teplý,doteplit,uteplit,proteplit,přeteplit,přiteplit,Teplan
Tepličák	Teplice,zteplit,vyteplit,doteplit,proteplit,Teplý,teplý
Teplý	Teplice,tep,tepat,vyteplit,Tepličák
Terezie	teriér,terej,terč,tercie
Tesla	test
Thatcher	thatcherismus
Thonet	Thun
Thun	Thonet
Tibet	cibet
Tichák	tichý,ztichat,utichat,zatichat
Tien	tenký,tknout,tér,téci,otec
Tisa	Tisov,tisíc,těsný,osa
Tisov	Tisa,tisíc,zetisovat
Titanik	titan,Titov,Titán
Titov	titan,Titán,Titanik,titr,tip
Titán	titan,Titov,Titanik,titul,titr
Tišin	Tišnov
Tišnov	Tišin
Tokaj	tokat
Toledo	tolerovat
Tolkien	Tolosa
Tolosa	Tolkien
Toman	toxikoman
Tomeš	Tomiš,Tomáš,Tomš,Tomášov
Tomiš	Tomeš,Tomš,Tomáš,Tomášov
Tomáš	Tomášov,Tomeš,Tomiš,Tomš
Tomášov	Tomáš,Tomiš,Tomeš
Tomš	Tomiš,Tomeš,Tomáš
Tonga	tonout,tango,Oton,tonus
Touš	Vitouš,tuš
Trajan	Trojan
Trakl	trakce,trakt
Traven	tráva,travař,trávit
Trent	Trentin,trek,trénovat,Trenčín,treta,Trenčan,triko,trenér
Trentin	Trent,Trenčín,Trenčan,trénovat,treta,trek,trenér,triko,trial
Trenčan	Trenčín,Trentin,Trent,trénovat
Trenčín	Trenčan,Trentin,Trent,trénovat
Trhovky	trh,trhat
Trnka	trn,trnout,zatrnit
Trojan	Trajan,Troják,trojka,trojice,trojčit
Troják	trojka,trojčit,Trója,trojice,Trojan,Troy,trojlist
Troy	trojka,trojice,tropy,trojčit,trio,troup,trust,Troják,tratit,trůn,trať,tráva,triko,trn,troska,trokar,týt,třít,trek,trakt,trám
Trs	trsat,otrsat,trek,trio,triko,trik,trim,treska
Trutnov	truc
Trója	Troják,trojice,trojka,trojlist,trojčit
Tudorovec	tudor
Tula	tuna,Kotula,tuňák,tuleň,Tutu,tutový,tung,tulit
Tunguz	tung,tunningář
Tunis	tuna,tuňák
Turan	Turánek,Turín,Turnov,tur,turnaj,Turek
Turek	tur,Tursko,turkický,Turkit,Turánek,Turín,Turnov,Turčan,turnaj,turner,Turan,túra,poturčit
Turkit	turkický,Tursko,tur,Turek,poturčit,Turčan,Turín
Turnov	turnaj,tur,Turín,Turan,Turek,Turčan,turner,Turánek,Tursko
Tursko	Turek,Turkit,turkický,tur,Turčan,Turín,Turnov
Turánek	Turan,naturální,Turek,Turín,tur,Turnov
Turín	Turan,tur,Turnov,Turek,Turánek,turnaj,Tursko,Turkit
Turčan	Turkit,Tursko,Turnov,Turek,poturčit,tur,turkický
Tutu	tutový,tu,tuna,tutlat,tuk,tutor,tupý,Tula
Tyl	týl,týn,styl,týt,tělo,tyčit,tyč
Tyr	Týr,tér,teriér,satyr,teror,tur,car,Štýr,Vater,terč,terej
Tyroly	tyrolsko
Tyňanov	týn
Týr	Tyr,tér,teriér,terč,týt,týrat,terej,Štýr,Vater,tma,vatýrovat,teror,teřet
Těšín	těšit
Třebaň	Třeboň
Třeboň	Třebaň
Třebíč	tříbit,vypotřebit,potřebovat
Třinec	třít,třást,vatřit
Ukrajina	zkrajovat,kraj
Ulč	dock,Telč,cé,otec,ovce,oj,olše,Nat,vně,nový,teč,ujec,zajíc,ovál,vůl,vůle,Vlk,vlk,dole,Ola,ovoce,půl,Zola,sůl,vát,alt,ulice,pole,tele,půst
Updike	update
Ural	Uran,Zralý,urna,orace
Uran	Ural,Duran,Írán,urna,urin,rána,orat,orace,Nitran
Urbán	urbánní,urbář,urbanismus
Uriáš	urin
Usir	síra,sirý,Osiris,Assyr,user
Uzbek	Zubík
Vachek	vachta
Vachuta	přechutit
Vacula	Vaculík
Vaculík	culík,Vacula,Kulík
