# Derivations direct, srov
# derivations that will be added to DeriNet based on Etym dict 'srov' list. List if words with similar meaning, structure, etymological origin or some other similarity.

# WARNING - its complicated and the anotation was made really quickly by average person, not linguist!

# flaged by human, meanings:
# * probably incorrect
# @ possible incorrect
# $ the direction of derivation should be opposite
# & probably same common parent, or same ending, beginning - byrokracie, aristokracie or aerodynamický, aeroplán
# others are probably correct

derivation	parent
koncern#NNI??-----A---?	dekret#NNI??-----A---?
dekagram#NNI??-----A---?	dekáda#NNF??-----A---?
legát#NNM??-----A---?	delegace#NNF??-----A---?
kolega#NNM??-----A----	delegace#NNF??-----A---?
relikvie#NNF??-----A---?	delikt#NNI??-----A---?
marka#NNF??-----A---?	demarkace#NNF??-----A---?
marš#NNI??-----A---?	demarše#NNF??-----A---?
dementi#NNNXX-----A----	demence#NNF??-----A---?
molo#NNN??-----A---?	demolovat#V????--??-??B??
molekula#NNF??-----A---?	demolovat#V????--??-??B??
monstrum#NNN??-----A---?	demonstrovat#V????--??-??B??
monstrance#NNF??-----A---?	demonstrovat#V????--??-??B??
mustr#NNI??-----A---?	demonstrovat#V????--??-??B??
všední#AA???----??---?	den#NNI??-----A---?
dieta#NNF??-----A---?	den#NNI??-----A---?
žurnál#NNI??-----A---?	den#NNI??-----A---?
zde#Db-------------	dnes#Db-------------
nátura#NNF??-----A---?	denaturovaný#AA???----??---?
paradentóza#NNF??-----A---?	dentální#AA???----1?---?
plsť#NNF??-----A---?	depilace#NNF??-----A---?
depo#NNN??-----A---?	deponovat#V????--??-??B??
pozice#NNF??-----A---?	deponovat#V????--??-??B??
pres#NNI??-----A---?	deprese#NNF??-----A---?
privát#NNI??-----A---?	deprivace#NNF??-----A---?
riviéra#NNF??-----A---?	derivace#NNF??-----A---?
dřít#V????--??-??I??	dermatologie#NNF??-----A---?
insignie#NNF??-----A---?	design#NNI??-----A---?
signál#NNI??-----A---?	design#NNI??-----A---?
disk#NNI??-----A---?	deska#NNF??-----A---?
skripta#NNNP?-----A---?	deskriptivní#AA???----1?---?
aspekt#NNI??-----A---?	despekt#NNI??-----A---?
konspekt#NNI??-----A---?	despekt#NNI??-----A---?
struktura#NNF??-----A---?	destrukce#NNF??-----A---?
obstrukce#NNF??-----A---?	destrukce#NNF??-----A---?
talíř#NNI??-----A---?	detail#NNI??-----A---?
protekce#NNF??-----A---?	detektiv#NNM??-----A---?
termín#NNI??-----A---?	determinovat#V????--??-??B??
dunět#V????--??-??I??	detonace#NNF??-----A---?
valence#NNF??-----A---?	devalvovat#V????--??-??B??
divize#NNF??-----A---?	devíza#NNF??-----A---?
dividenda#NNF??-----A---?	devíza#NNF??-----A---?
votivní#AA???----1?---?	devótní#AA???----??---?
servis#NNI??-----A---?	dezert#NNI??-----A---?
série#NNF??-----A---?	dezertovat#V????--??-??B??
sólo#NNN??-----A---?	dezolátní#AA???----??---?
trigonometrie#NNF??-----A---?	diagonála#NNF??-----A---?
graf#NNI??-----A---?	diagram#NNI??-----A---?
dialog#NNI??-----A---?	dialekt#NNI??-----A---?
idiolekt#NNI??-----A---?	dialekt#NNI??-----A---?
lekce#NNF??-----A---?	dialekt#NNI??-----A---?
metr#NNI??-----A---?	diametrální#AA???----1?---?
noetika#NNF??-----A---?	dianetika#NNF??-----A---?
sporadický#AA???----??---?	diaspora#NNF??-----A---?
systola#NNF??-----A---?	diastola#NNF??-----A---?
apoštol#NNM??-----A---?	diastola#NNF??-----A---?
termální#AA???----1?---?	diatermie#NNF??-----A---?
disciplína#NNF??-----A---?	didaktika#NNF??-----A---?
ekonomie#NNF??-----A---?	diecéze#NNF??-----A---?
konference#NNF??-----A---?	diference#NNF??-----A---?
transfuze#NNF??-----A---?	difúze#NNF??-----A---?
gesto#NNN??-----A---?	digestoř#NNF??-----A---?
bit#NNI??-----A---?	digitální#AA???----??---?
agrese#NNF??-----A---?	digrese#NNF??-----A---?
regrese#NNF??-----A---?	digrese#NNF??-----A---?
bezděky#Db-------------	dík#NNI??-----A---?
jurisdikce#NNF??-----A---?	dikce#NNF??-----A---?
verdikt#NNI??-----A---?	dikce#NNF??-----A---?
epilepsie#NNF??-----A---?	dilema#NNN??-----A---?
delikátní#AA???----??---?	diletant#NNM??-----A---?
laso#NNN??-----A---?	diletant#NNM??-----A---?
lavor#NNI??-----A---?	diluvium#NNN??-----A---?
meditovat#V????--??-??I??	dimenze#NNF??-----A---?
brontosaurus#NNM??-----A---?	dinosaurus#NNM??-----A---?
optika#NNF??-----A---?	dioptrie#NNF??-----A---?
panoptikum#NNN??-----A---?	dioptrie#NNF??-----A---?
diplomat#NNM??-----A---?	diplom#NNI??-----A---?
triptych#NNI??-----A---?	diptych#NNI??-----A---?
sentence#NNF??-----A---?	disent#NNI??-----A---?
senzace#NNF??-----A---?	disent#NNI??-----A---?
prezident#NNM??-----?---?	disident#NNM??-----A---?
sedět#V????--??-??I??	disident#NNM??-----A---?
simulovat#V????--??-??I??	disimilace#NNF??-----A---?
konjunkce#NNF??-----A---?	disjunkce#NNF??-----A---?
kriminál#NNI??-----A---?	diskriminovat#V????--??-??B??
sonet#NNI??-----A---?	disonance#NNF??-----A---?
parita#NNF??-----A---?	disparátní#AA???----??---?
kompenzovat#V????--??-??B??	dispens#NNI??-----A---?
explicitní#AA???----??---?	displej#NNI??-----A---?
deponovat#V????--??-??B??	disponovat#V????--??-??I??
komponovat#V????--??-??I??	disponovat#V????--??-??I??
oponovat#V????--??-??I??	disponovat#V????--??-??I??
reputace#NNF??-----A---?	disputace#NNF??-----A---?
substance#NNF??-----A---?	distance#NNF??-----A---?
tortura#NNF??-----A---?	distorze#NNF??-----A---?
dort#NNI??-----A---?	distorze#NNF??-----A---?
striktní#AA???----??---?	distrikt#NNI??-----A---?
zdát#V????--??-??I??	dít#V???---??-??I??
úd#NNI??-----A---?	dít#V???---??-??I??
kadlub#NNI??-----A---?	dlabat#V????--??-??I??
dluh#NNI??-----A---?	dlaha#NNF??-----A---?
dláždit#V????--??-??I??	dlaha#NNF??-----A---?
půda#NNF??-----A---?	podlaha#NNF??-----A---?
mlaskat#V????--??-??I??	dlask#NNM??-----A---?
dna#NNF??-----A---?	dno#NNN??-----A---?
zdobit#V????--??-??I??	doba#NNF??-----A---?
dobrý#AA???----??---?	doba#NNF??-----A---?
doktor#NNM??-----A---?	docent#NNM??-----A---?
dokument#NNI??-----A---?	docent#NNM??-----A---?
domino#NNN??-----A---?	doména#NNF??-----A---?
dáma#NNF??-----A---?	doména#NNF??-----A---?
dar#NNI??-----A---?	donace#NNF??-----A---?
dokavad#Db-------------	dosud#Db-------------
zoufat#V????--??-??I??	doufat#V????--??-??I??
dým#NNI??-----A---?	dout#V???---??-??I??
duřet#V????--??-??I??	dout#V???---??-??I??
dráb#NNM??-----A---?	drabař#NNM??-----A---?
drak#NNM??-----A---?	dragoun#NNM??-----A---?
drastický#AA???----??---?	drama#NNN??-----A---?
drnčet#V????--??-??I??	drandit#V????--??-??I??
trkat#V????--??-??I??	drcat#V????--??-??I??
drbat#V????--??-??I??	drchat#V????--??-??I??
drhnout#V????--??-??I??	drchat#V????--??-??I??
pendrek#NNI??-----A---?	drek#NNI??-----A---?
dresink#NNI??-----A---?	drezura#NNF??-----A---?
drops#NNI??-----A---?	driblovat#V????--??-??I??
třít#V????--??-??I??	drolit#V????--??-??I??
drop#NNM??-----A---?	dromedár#NNM??-----A---?
velodrom#NNI??-----A---?	dromedár#NNM??-----A---?
drásat#V????--??-??I??	drsný#AA???----??---?
dršťka#NNF??-----A----	drsný#AA???----??---?
zvíře#NNN??-----A---?	dryák#NNI??-----A---?
dikce#NNF??-----A---?	dtto#Db------------b
duel#NNI??-----A---?	dubiózní#AA???----1?---?
buclatý#AA???----??---?	ducatý#AA???----??---?
duše#NNF??-----A---?	duch#NNM??-----A---?
tchoř#NNM??-----A---?	duch#NNM??-----A---?
gajdy#NNFP?-----A---?	dudy#NNFP?-----A---?
duál#NNI??-----A---?	duet#NNI??-----A---?
dužina#NNF??-----A---?	duh#NNIS3-----A----
duet#NNI??-----A---?	duo#NNN??-----A----
dur#NNIXX-----A----	dural#NNI??-----A---?
aluminium#NNN??-----A---?	dural#NNI??-----A---?
rdousit#V????--??-??I??	dusík#NNI??-----A---?
lexikon#NNI??-----A---?	dyslexie#NNF??-----A---?
daň#NNF??-----A---?	dáseň#NNF??-----A---?
dav#NNI??-----A---?	dávit#V????--??-??I??
vedle#Db-------------	dělit#V????--??-??I??
daleký#A????----??---?	dělit#V????--??-??I??
dlít#V????--??-??I??	dělit#V????--??-??I??
lady#NNFXX-----A----	díže#NNF??-----A---?
zeď#NNF??-----A---?	díže#NNF??-----A---?
dukát#NNI??-----A---?	dóže#NNMS?-----A----
zdravý#A????----??---?	dřevo#NNN??-----A---?
drvoštěp#NNM??-----A---?	dřevo#NNN??-----A---?
džbán#NNI??-----A---?	džber#NNI??-----A---?
jíška#NNF??-----A---?	džus#NNI??-----A---?
interdikt#NNI??-----A---?	edikt#NNI??-----A---?
ekvátor#NNI??-----A---?	egalizace#NNF??-----A---?
adjektivum#NNN??-----A---?	ejakulace#NNF??-----A---?
ekloga#NNF??-----A---?	eklektický#AA???----??---?
dialekt#NNI??-----A---?	eklektický#AA???----??---?
elipsa#NNF??-----A---?	ekliptika#NNF??-----A---?
libra#NNF??-----A---?	ekvilibristika#NNF??-----A---?
laboratoř#NNF??-----A---?	elaborát#NNI??-----A---?
aureola#NNF??-----A---?	eldorádo#NNN??-----A---?
elita#NNF??-----A---?	elegán#NNM??-----A---?
legie#NNF??-----A---?	elegán#NNM??-----A---?
limit#NNI??-----A---?	eliminovat#V????--??-??B??
kolokvium#NNN??-----A---?	elokvence#NNF??-----A---?
barikáda#NNF??-----A---?	embargo#NNN??-----A---?
symbol#NNI??-----A---?	emblém#NNI??-----A---?
meritum#NNN??-----A---?	emeritní#AA???----1?---?
merenda#NNF??-----A---?	emeritní#AA???----1?---?
fáze#NNF??-----A---?	emfáze#NNF??-----A---?
emisar#NNM??-----A---?	emise#NNF??-----A---?
demise#NNF??-----A---?	emise#NNF??-----A---?
komise#NNF??-----A---?	emise#NNF??-----A---?
mise#NNF??-----A---?	emise#NNF??-----A---?
misie#NNF??-----A---?	emise#NNF??-----A---?
promoce#NNF??-----A---?	emoce#NNF??-----A---?
motor#NNI??-----A---?	emoce#NNF??-----A---?
pirát#NNM??-----A---?	empirický#AA???----??---?
expert#NNM??-----A---?	empirický#AA???----??---?
mlezivo#NNN??-----A---?	emulze#NNF??-----A---?
konkláve#NNN??-----A----	enkláva#NNF??-----A---?
norma#NNF??-----A---?	enormní#AA???----1?---?
anatomie#NNF??-----A---?	entomologie#NNF??-----A---?
teologie#NNF??-----A---?	entropie#NNF??-----A---?
numero#NNN??-----A---?	enumerace#NNF??-----A---?
ekzém#NNI??-----A---?	enzym#NNI??-----A---?
pandemie#NNF??-----A---?	epidemie#NNF??-----A---?
genocida#NNF??-----A---?	epigon#NNM??-----A---?
prolog#NNI??-----A---?	epilog#NNI??-----A---?
dojit#V????--??-??I??	epitel#NNI??-----A---?
en#NNXXX-----A----	epizoda#NNF??-----A---?
perioda#NNF??-----A---?	epizoda#NNF??-----A---?
eunuch#NNM??-----A---?	epocha#NNF??-----A---?
špachtle#NNF??-----A---?	epoleta#NNF??-----A---?
poezie#NNF??-----A---?	epopej#NNF??-----A---?
epopej#NNF??-----A---?	epos#NNI??-----A---?
rekce#NNF??-----A---?	erekce#NNF??-----A---?
koroze#NNF??-----A---?	eroze#NNF??-----A---?
interrupce#NNF??-----A---?	erupce#NNF??-----A---?
éra#NNF??-----A---?	erár#NNI??-----A---?
exaktní#AA???----??---?	esej#NNI??-----A---?
eskadrona#NNF??-----A---?	eskadra#NNF??-----A---?
škála#NNF??-----A---?	eskalace#NNF??-----A---?
desperát#NNM??-----A---?	esperanto#NNN??-----A---?
stabilní#AA???----??---?	etamín#NNI??-----A---?
štafl#NNI??-----A---?	etapa#NNF??-----A---?
štafeta#NNF??-----A---?	etapa#NNF??-----A---?
stopa#NNF??-----A---?	etapa#NNF??-----A---?
etuda#NNF??-----A---?	etuje#NNF??-----A---?
stáž#NNF??-----A---?	etáž#NNF??-----A---?
fonologie#NNF??-----A---?	eufonie#NNF??-----A---?
foném#NNI??-----A---?	eufonie#NNF??-----A---?
alt#NNI??-----A---?	exaltovaný#AA???----??---?
kulminovat#V????--??-??I??	excelentní#AA???----??---?
recese#NNF??-----A---?	exces#NNI??-----A---?
exekutiva#NNF??-----A---?	exekuce#NNF??-----A---?
perzekuce#NNF??-----A---?	exekuce#NNF??-----A---?
promptní#AA???----??---?	exemplář#NNI??-----A---?
archa#NNF??-----A---?	exercicie#NNFP?-----A---?
prohibice#NNF??-----A---?	exhibice#NNF??-----A---?
hábit#NNI??-----A---?	exhibice#NNF??-----A---?
humus#NNI??-----A---?	exhumace#NNF??-----A---?
žula#NNF??-----A---?	exil#NNI??-----A---?
konkávní#AA???----??---?	exkavátor#NNI??-----A---?
ex#NNXXX-----A----	exlibris#NNNXX-----A----
libreto#NNN??-----A---?	exlibris#NNNXX-----A----
disponovat#V????--??-??I??	exponát#NNI??-----A---?
imponovat#V????--??-??I??	exponát#NNI??-----A---?
espreso#NNN??-----A---?	expres#NNI??-----A---?
tempo#NNN??-----A---?	extempore#NNN??-----A---?
vagabund#NNM??-----A---?	extravagantní#AA???----??---?
fabrikát#NNI??-----A---?	fabrika#NNF??-----A---?
pípa#NNF??-----A---?	fajfka#NNF??-----A---?
fax#NNI??-----A---?	faksimile#NNN??-----A---?
faktura#NNF??-----A---?	faktor#NNI??-----A---?
falzum#NNN??-----A---?	faleš#NNF??-----A----
falzet#NNI??-----A---?	faleš#NNF??-----A----
faleš#NNF??-----A----	falírovat#V????--??-??I??
pánev#NNF??-----A---?	fanka#NNF??-----A---?
paténa#NNF??-----A---?	fanka#NNF??-----A---?
fant#NNI??-----A---?	fangle#NNF??-----A---?
emfáze#NNF??-----A---?	fantazie#NNF??-----A---?
fáč#NNI??-----A---?	fascikl#NNI??-----A---?
fasáda#NNF??-----A---?	fazona#NNF??-----A---?
preface#NNF??-----A---?	fatální#AA???----??---?
fauna#NNF??-----A---?	faun#NNM??-----A---?
fábor#NNI??-----A---?	favorit#NNI??-----A---?
facka#NNF??-----A---?	faseta#NNF??-----A---?
půst#NNI??-----A---?	fašank#NNI??-----A---?
šenk#NNI??-----A---?	fašank#NNI??-----A---?
infarkt#NNI??-----A---?	fašírka#NNF??-----A---?
fortel#NNI??-----A---?	fedrovat#V????--??-??I??
fór#NNI??-----A---?	fedrovat#V????--??-??I??
fena#NNF??-----A---?	femininum#NNN??-----A---?
fantazie#NNF??-----A---?	fenomén#NNM??-----A---?
fata#NNF??-----A---?	féerie#NNF??-----A---?
vernisáž#NNF??-----A---?	fermež#NNF??-----A---?
viola#NNF??-----A---?	fidlat#V????--??-??I??
fikce#NNF??-----A---?	figura#NNF??-----A---?
fingovat#V????--??-??B??	figura#NNF??-----A---?
finta#NNF??-----A---?	figura#NNF??-----A---?
díže#NNF??-----A---?	figura#NNF??-----A---?
fígl#NNI??-----A---?	fikaný#AA???----??---?
tele#NNN??-----A---?	filatelie#NNF??-----A---?
profil#NNI??-----A---?	filigránský#AA???----??---?
prám#NNI??-----A---?	pracant#NNM??-----A---?
pór#NNI??-----A---?	pracant#NNM??-----A---?
sofistika#NNF??-----A---?	filozofie#NNF??-----A---?
konfiskovat#V????--??-??B??	fiskální#AA???----??---?
profit#NNI??-----A---?	fit#AAXXX----1A----
fit#AAXXX----1A----	fitink#NNI??-----A---?
fixa#NNF??-----A---?	fixovat#V????--??-??I??
fučet#V????--??-??I??	fičet#V????--??-??I??
vlna#NNF??-----A---?	flanel#NNI??-----A---?
plast#NNI??-----A---?	flastr#NNI??-----A---?
náplast#NNF??-----A---?	flastr#NNI??-----A---?
flašinet#NNI??-----A---?	flažolet#NNI??-----A---?
flétna#NNF??-----A---?	flažolet#NNI??-----A---?
inflace#NNF??-----A---?	flažolet#NNI??-----A---?
plout#V????--??-??I??	flotila#NNF??-----A---?
floutek#NNM??-----A---?	flusat#V????--??-??I??
flinkat#V????--??-??I??	fláknout#V????--??-??P??
fachman#NNM??-----A---?	fofr#NNI??-----A---?
pluk#NNI??-----A---?	folklor#NNI??-----A---?
fondue#NNNXX-----A----	fondán#NNI??-----A---?
piano#NNN??-----A---?	forte#Db-------------
forsírovat#V????--??-??I??	fortifikace#NNF??-----A---?
dvůr#NNI??-----A---?	fórum#NNN??-----A---?
forčeking#NNI??-----A---?	forvard#NNM??-----A---?
stevard#NNM??-----A---?	forvard#NNM??-----A---?
fosgen#NNI??-----A---?	fotogenický#AA???----??---?
foxtrot#NNI??-----A---?	foxteriér#NNM??-----A---?
fixlovat#V????--??-??I??	foxteriér#NNM??-----A---?
fraktura#NNF??-----A---?	fragment#NNI??-----A---?
frakce#NNF??-----A---?	fragment#NNI??-----A---?
frajer#NNM??-----A---?	fraj#AAXXX----1A----
frčet#V????--??-??I??	frkat#V????--??-??I??
chrnět#V????--??-??I??	frňák#NNI??-----A---?
fouňa#NNM??-----A----	funět#V????--??-??I??
fúrie#NNF??-----A---?	furiant#NNM??-----A---?
fretka#NNF??-----A---?	furunkl#NNI??-----A---?
futro#NNN??-----A---?	futrál#NNI??-----A---?
capart#NNM??-----A---?	fyziologie#NNF??-----A---?
famílie#NNF??-----A---?	fámulus#NNM??-----A---?
fáro#NNN??-----A---?	fárat#V????--??-??I??
fůra#NNF??-----A---?	fárat#V????--??-??I??
lajntuch#NNI??-----A---?	fěrtoch#NNI??-----A---?
kňučet#V????--??-??I??	fňukat#V????--??-??I??
garáž#NNF??-----A---?	garance#NNF??-----A---?
gang#NNI??-----A---?	gatě#NNFP?-----A----
dislokovat#V????--??-??B??	gauč#NNI??-----A---?
angažovat#V????--??-??I??	gazela#NNF??-----A---?
glazura#NNF??-----A---?	gel#NNI??-----A---?
génius#NNM??-----A---?	generální#AA???----1?---?
genitiv#NNI??-----A---?	genitál#NNI??-----A---?
glazé#AAXXX----1A----	glaciál#NNI??-----A---?
gladiátor#NNM??-----A---?	gladiola#NNF??-----A---?
leitmotiv#NNI??-----A---?	glejt#NNI??-----A---?
leader#NNM??-----A---?	glejt#NNI??-----A---?
polyglot#NNM??-----A---?	glosa#NNF??-----A---?
izoglosa#NNF??-----A---?	diglosie#NNF??-----A---?
glycerin#NNI??-----A---?	glukóza#NNF??-----A---?
lékořice#NNF??-----A---?	glukóza#NNF??-----A---?
geometrie#NNF??-----A---?	goniometrie#NNF??-----A---?
diagonála#NNF??-----A---?	goniometrie#NNF??-----A---?
žehnat#V????--??-??I??	gotes#NNI??-----A---?
granát#NNI??-----A---?	granit#NNI??-----A---?
granule#NNF??-----A---?	granit#NNI??-----A---?
grácie#NNF??-----A---?	gratis#Db-------------
gratulovat#V????--??-??I??	gratis#Db-------------
grešle#NNF??-----A---?	groš#NNI??-----A---?
guvernér#NNM??-----A---?	gubernátor#NNM??-----A---?
kybernetika#NNF??-----A---?	gubernátor#NNM??-----A---?
gymnázium#NNN??-----A---?	gymnastika#NNF??-----A---?
žena#NNF??-----A---?	gynekologie#NNF??-----A---?
řehtat#V????--??-??I??	rehabilitace#NNF??-----A---?
regent#NNM??-----A---?	rehabilitace#NNF??-----A---?
hyzdit#V????--??-??I??	had#NNM??-----A---?
prevít#NNM??-----A---?	hajzl#NNI??-----A---?
haraburdí#NNN??-----A---?	halabala#Db-------------
halekat#V????--??-??I??	halabala#Db-------------
haluz#NNF??-----A---?	halit#V????--??-??I??
halali#NNNXX-----A----	halo#NNNXX-----A----
estrogen#NNI??-----A---?	halogen#NNI??-----A---?
hop#NNI??-----A---?	hapat#V????--??-??I??
víkend#NNI??-----A---?	happy#AAXXX----1A----
harpuna#NNF??-----A---?	harfa#NNF??-----A---?
trik#NNI??-----A---?	hattrick#NNI??-----A---?
haur#NNM??-----A---?	havíř#NNM??-----A---?
hajat#V????--??-??I??	hačat#V????--??-??I??
kapuce#NNF??-----A---?	hejtman#NNM??-----A---?
muž#NNM??-----A---?	hejtman#NNM??-----A---?
helikoptéra#NNF??-----A---?	helikon#NNI??-----A---?
herold#NNM??-----A---?	herberk#NNI??-----A---?
herbář#NNI??-----A---?	herbicid#NNI??-----A---?
adheze#NNF??-----A---?	hereze#NNF??-----A---?
hranostaj#NNM??-----A---?	hermelín#NNI??-----A---?
servus#NNM??-----A---?	heroický#AA???----??---?
homogenní#AA???----??---?	heterogenní#AA???----1?---?
homosexuál#NNM??-----A---?	heterosexuál#NNM??-----A---?
hieroglyf#NNI??-----A---?	hierarchie#NNF??-----A---?
patriarcha#NNM??-----A----	hierarchie#NNF??-----A---?
polyhistor#NNM??-----A---?	historie#NNF??-----A---?
idea#NNF??-----A---?	historie#NNF??-----A---?
vědět#V????--??-??I??	historie#NNF??-----A---?
hlas#NNI??-----A---?	hlahol#NNI??-----A---?
zřít#V????--??-??I??	hledat#V????--??-??I??
hlíst#NNM??-----A---?	hlen#NNI??-----A---?
hlíva#NNF??-----A---?	hlen#NNI??-----A---?
vysoký#AA???----??---?	hluboký#AA???----??---?
široký#AA???----??---?	hluboký#AA???----??---?
hloupý#AA???----??---?	hluchý#AA???----??---?
hlen#NNI??-----A---?	hlína#NNF??-----A---?
hnít#V???---??-??I??	hnida#NNF??-----A---?
píst#NNI??-----A---?	píchat#V????--??-??I??
pěchovat#V????--??-??I??	píchat#V????--??-??I??
pšenice#NNF??-----A---?	píchat#V????--??-??I??
pít#V????--??-??I??	píchat#V????--??-??I??
hnis#NNI??-----A---?	hnus#NNI??-----A---?
hologram#NNI??-----A---?	holocaust#NNI??-----A---?
hoch#NNM??-----A---?	holomek#NNM??-----A---?
horor#NNI??-----A---?	horentní#AA???----??---?
žárlit#V????--??-??I??	horlit#V????--??-??I??
kornout#NNI??-----A---?	horna#NNF??-----A---?
hospitovat#V????--??-??I??	hospic#NNI??-----A---?
hospoda#NNF??-----A---?	hospic#NNI??-----A---?
uzel#NNI??-----A---?	houžev#NNF??-----A---?
housenka#NNF??-----A---?	houžev#NNF??-----A---?
humno#NNN??-----A---?	hovno#NNN??-----A---?
ovád#NNM??-----A---?	hovado#NNN??-----A---?
rov#NNI??-----A---?	hrob#NNI??-----A---?
rýt#V????--??-??I??	hrob#NNI??-----A---?
hřebelec#NNI??-----A---?	hřeben#NNI??-----A---?
hřbet#NNI??-----A---?	hřeben#NNI??-----A---?
hrčet#V????--??-??I??	hrkat#V????--??-??I??
hrst#NNF??-----A---?	hrnout#V????--??-??I??
hromada#NNF??-----A---?	hrnout#V????--??-??I??
hrana#NNF??-----A---?	hrot#NNI??-----A---?
humor#NNI??-----A---?	humidita#NNF??-----A---?
pes#NNM??-----A---?	hunt#NNI??-----A---?
hydrant#NNI??-----A---?	hydra#NNF??-----A---?
vydra#NNF??-----A---?	hydra#NNF??-----A---?
svině#NNF??-----A---?	hyena#NNF??-----A---?
hubit#V????--??-??I??	hynout#V????--??-??I??
splín#NNI??-----A---?	hypochondrie#NNF??-----A---?
parataxe#NNF??-----A---?	hypotaxe#NNF??-----A---?
taktika#NNF??-----A---?	hypotaxe#NNF??-----A---?
protéza#NNF??-----A---?	hypotéza#NNF??-----A---?
haše#NNF??-----A---?	hák#NNI??-----A---?
arkebuza#NNF??-----A---?	hákovnice#NNF??-----A---?
klih#NNI??-----A---?	hřebík#NNI??-----A---?
hříbě#NNN??-----A---?	hřebík#NNI??-----A---?
hřivna#NNF??-----A---?	hříva#NNF??-----A---?
kráter#NNI??-----A---?	idiosynkrazie#NNF??-----A---?
idiom#NNI??-----A---?	idiosynkrazie#NNF??-----A---?
hned#Db-------------	ihned#Db-------------
extáze#NNF??-----A---?	ikonostas#NNI??-----A---?
lustr#NNI??-----A---?	ilustrovat#V????--??-??B??
preludovat#V????--??-??I??	iluze#NNF??-----A---?
imaginace#NNF??-----A---?	image#NNF??-----A---?
permanentní#AA???----1?---?	imanentní#AA???----1?---?
plantáž#NNF??-----A---?	implantace#NNF??-----A---?
repríza#NNF??-----A---?	impresário#NNM??-----A---?
provize#NNF??-----A---?	improvizovat#V????--??-??B??
imperativ#NNI??-----A---?	impérium#NNN??-----A---?
kasta#NNF??-----A---?	incest#NNI??-----A---?
dekadence#NNF??-----A---?	incident#NNI??-----A---?
recidiva#NNF??-----A---?	incident#NNI??-----A---?
instrument#NNI??-----A---?	industriální#AA???----??---?
infanterie#NNF??-----A---?	infant#NNM??-----A---?
konfekce#NNF??-----A---?	infekce#NNF??-----A---?
jít#V???---??-??I??	iniciála#NNF??-----A---?
tranzit#NNI??-----A---?	iniciála#NNF??-----A---?
projekt#NNI??-----A---?	injekce#NNF??-----A---?
trajekt#NNI??-----A---?	injekce#NNF??-----A---?
karneval#NNI??-----A---?	inkarnace#NNF??-----A---?
kognitivní#AA???----??---?	inkognito#Db------------?
konkubína#NNF??-----A---?	inkubace#NNF??-----A---?
piedestal#NNI??-----A---?	instalovat#V????--??-??B??
stůl#NNI??-----?---?	instalovat#V????--??-??B??
stimul#NNI??-----A---?	instinkt#NNI??-----A---?
stigma#NNN??-----A---?	instinkt#NNI??-----A---?
restituce#NNF??-----A---?	instituce#NNF??-----A---?
prostituce#NNF??-----A---?	instituce#NNF??-----A---?
tangens#NNI??-----A---?	intarzie#NNF??-----A---?
inteligence#NNF??-----A---?	intelekt#NNI??-----A---?
selekce#NNF??-----A---?	intelekt#NNI??-----A---?
intendant#NNM??-----A---?	intence#NNF??-----A---?
intenzita#NNF??-----A---?	intence#NNF??-----A---?
pretendent#NNM??-----A---?	intence#NNF??-----A---?
tendence#NNF??-----A---?	intence#NNF??-----A---?
interní#AA???----??---?	interiér#NNI??-----A---?
intimní#AA???----??---?	interiér#NNI??-----A---?
injekce#NNF??-----A---?	interjekce#NNF??-----A---?
médium#NNN??-----A---?	intermezzo#NNN??-----A---?
punkce#NNF??-----A---?	interpunkce#NNF??-----A---?
punc#NNI??-----A---?	interpunkce#NNF??-----A---?
revue#NNF??-----A---?	interview#NNI??-----A---?
retrospekce#NNF??-----A---?	introspekce#NNF??-----A---?
rekonvalescence#NNF??-----A---?	invalida#NNM??-----A---?
vektor#NNI??-----A---?	invektiva#NNF??-----A---?
inventář#NNI??-----A---?	invence#NNF??-----A---?
vesta#NNF??-----A---?	investovat#V????--??-??B??
salto#NNN??-----A---?	inzultovat#V????--??-??B??
anémie#NNF??-----A---?	ischemie#NNF??-----A---?
topografie#NNF??-----A---?	izotop#NNI??-----A---?
utopie#NNF??-----A---?	izotop#NNI??-----A---?
bujarý#AA???----??---?	jarý#AA???----??---?
vesna#NNF??-----A---?	jaro#NNN??-----A---?
tráva#NNF??-----A---?	jed#NNI??-----A---?
ječet#V????--??-??I??	jektat#V????--??-??I??
ježibaba#NNF??-----A---?	jezinka#NNF??-----A---?
olše#NNF??-----A---?	jilm#NNI??-----A---?
kůže#NNF??-----A---?	jircha#NNF??-----A---?
jezevec#NNM??-----A---?	jizva#NNF??-----A---?
už#Db-----------?-	již#Db-------------
jemný#A????----??---?	jmout#V????--??-??B??
jmelí#NNN??-----A---?	jmout#V????--??-??B??
mít#V???---??-??I??	jmout#V????--??-??B??
rukojeť#NNF??-----A----	jmout#V????--??-??B??
žaket#NNI??-----A---?	žokej#NNM??-----A---?
bžunda#NNF??-----A---?	junda#NNF??-----A---?
jho#NNN??-----A----	junta#NNF??-----A---?
jury#NNFXX-----A----	just#Db-------------
jetel#NNI??-----A---?	jáhen#NNM??-----A---?
žák#NNM??-----A---?	jáhen#NNM??-----A---?
jádro#NNN??-----A---?	játra#NNN??-----A---?
ňadro#NNN??-----A---?	játra#NNN??-----A---?
oběd#NNI??-----A---?	jíst#V????--??-??I??
