očichávatelnost	0	o čich áv a teln ost	o čich á v a teln ost	OK_MATCHABLE	o čich á v a teln ost	
dočmuchávatelnost	0	do čmuch áv a teln ost	do čmuch á v a teln ost	OK_MATCHABLE	do čmuch á v a teln ost	
čmárávatelnost	0	čmár áv a teln ost	čmár á v a teln ost	OK_MATCHABLE	čmár á v a teln ost	
vyčurávatelnost	0	vy čur áv a teln ost	vy čur á v a teln ost	OK_MATCHABLE	vy čur á v a teln ost	
dorachtávatelnost	0	do racht áv a teln ost	do racht á v a teln ost	OK_MATCHABLE	do racht á v a teln ost	
usoustruhovávatelnost	0	u sou struh ov áv a teln ost	u sou struh ová v a teln ost	OK_MATCHABLE	u sou struh ová v a teln ost	
dopatrolovávatelnost	0	do patrol ov áv a teln ost	do patrol ová v a teln ost	OK_MATCHABLE	do patrol ová v a teln ost	
šelmovávatelnost	0	šelm ov áv a teln ost	šelm ová v a teln ost	OK_MATCHABLE	šelm ová v a teln ost	
zkonsumovávatelnost	1	z konsum ov áv a teln ost	z konsum ová v a teln ost	OK_MATCHABLE	z konsum ová v a teln ost	
zatrubňovávatelnost	0	za trub ň ov áv a teln ost	za trub ň ová v a teln ost	OK_MATCHABLE	za trub ň ová v a teln ost	
navagónovávatelnost	1	na vagón ov áv a teln ost	na vagón ová v a teln ost	OK_MATCHABLE	na vagón ová v a teln ost	
posunovávatelnost	0	po sun ov áv a teln ost	po sun ová v a teln ost	OK_MATCHABLE	po sun ová v a teln ost	
nakupírovávatelnost	0	na kupír ov áv a teln ost	na kupír ová v a teln ost	OK_MATCHABLE	na kupír ová v a teln ost	
uletovávatelnost	0	u let ov áv a teln ost	u let ová v a teln ost	OK_MATCHABLE	u let ová v a teln ost	
přešlukovatelnost	0	pře šluk ov a teln ost	pře šluk ova teln ost	OK_MATCHABLE	pře šluk ova teln ost	
exhumovatelnost	1	ex hum ov a teln ost	ex hum ova teln ost	OK_MATCHABLE	ex hum ova teln ost	
prolisovatelnost	1	pro lis ov a teln ost	pro lis ova teln ost	OK_MATCHABLE	pro lis ova teln ost	
debutovatelnost	1	debut ov a teln ost	debut ova teln ost	OK_MATCHABLE	debut ova teln ost	
zmrvovatelnost	0	z mrv ov a teln ost	z mrv ova teln ost	OK_MATCHABLE	z mrv ova teln ost	
zkrystalizovatelnost	1	z krystal iz ov a teln ost	z krystal iz ova teln ost	OK_MATCHABLE	z krystal izova teln ost	
pětistrannost	0	pět i strann ost	pět i stran n ost	OK_MATCHABLE	pět i stran n ost	
šestasedmdesátičlennost	0	šest a sedm desát i členn ost	šest a sedm desát i člen n ost	OK_MATCHABLE	šest a sedm desát i člen n ost	
Polenkův	1	Polenk ův	Polen k ův	OK_MATCHABLE	Polen k ův	
Vosejpkův	0	Vo sejpk ův	Vo sejp k ův	OK_MATCHABLE	Vo sejp k ův	
vyzdvíhávaný	0	vy zdvíh áv a n ý	vy zdvíh á v a n ý	OK_MATCHABLE	vy zdvíh á v a n ý	
rozestrkávaný	0	roze strk áv a n ý	roze strk á v a n ý	OK_MATCHABLE	roze strk á v a n ý	
vecpávaný	0	ve cp áv a n ý	ve cp á v a n ý	OK_MATCHABLE	ve cp á v a n ý	
přisévávaný	0	při sév áv a n ý	při sév á v a n ý	OK_MATCHABLE	při sév á v a n ý	
dozpracovávaný	0	do z prac o váv a n ý	do z prac ová v a n ý	OK_MATCHABLE	do z prac ová v a n ý	
popučovávaný	0	po puč ov áv a n ý	po puč ová v a n ý	OK_MATCHABLE	po puč ová v a n ý	
odštěpovávaný	0	od štěp o váv a n ý	od štěp ová v a n ý	OK_MATCHABLE	od štěp ová v a n ý	
zmikroskopovávaný	0	z mikro skop o váv a n ý	z mikro skop ová v a n ý	OK_MATCHABLE	z mikro skop ová v a n ý	
vjádrovávaný	0	v jádr o váv a n ý	v jádr ová v a n ý	OK_MATCHABLE	v jádr ová v a n ý	
přeorientovávaný	1	pře orient ov áv a n ý	pře orient ová v a n ý	OK_MATCHABLE	pře orient ová v a n ý	
odtestovávaný	1	od test ov áv a n ý	od test ová v a n ý	OK_MATCHABLE	od test ová v a n ý	
překoštovávaný	0	pře košt o váv a n ý	pře košt ová v a n ý	OK_MATCHABLE	pře košt ová v a n ý	
zlaicizovávaný	1	z laic iz ov áv a n ý	z laic iz ová v a n ý	OK_MATCHABLE	z laic izová v a n ý	
desexualizovávaný	1	de sex ual iz ov áv a n ý	de sex ual iz ová v a n ý	OK_MATCHABLE	de sex ual izová v a n ý	
vábívaný	0	váb ív a n ý	váb í v a n ý	OK_MATCHABLE	váb í v a n ý	
vystačovaný	0	vy stač ov a n ý	vy stač ova n ý	OK_MATCHABLE	vy stač ova n ý	
švenkovaný	1	švenk ov a n ý	švenk ova n ý	OK_MATCHABLE	švenk ova n ý	
ocyklovaný	1	o cykl ov a n ý	o cykl ova n ý	OK_MATCHABLE	o cykl ova n ý	
pozeleňovaný	0	po zeleň ov a n ý	po zeleň ova n ý	OK_MATCHABLE	po zeleň ova n ý	
vklínovaný	0	v klín ov a n ý	v klín ova n ý	OK_MATCHABLE	v klín ova n ý	
zřasovaný	0	z řas ov a n ý	z řas ova n ý	OK_MATCHABLE	z řas ova n ý	
římsovaný	0	říms ov a n ý	říms ova n ý	OK_MATCHABLE	říms ova n ý	
obarvovaný	0	o barv ov a n ý	o barv ova n ý	OK_MATCHABLE	o barv ova n ý	
fašizovaný	1	faš iz ov a n ý	faš iz ova n ý	OK_MATCHABLE	faš izova n ý	
shlazený	0	s hlaz e n ý	s hlaz en ý	OK_MATCHABLE	s hlaz en ý	
rozsazený	0	roz saz e n ý	roz saz en ý	OK_MATCHABLE	roz saz en ý	
podrbávatelný	0	po drb áv a teln ý	po drb á v a teln ý	OK_MATCHABLE	po drb á v a teln ý	
ošolichávatelný	0	o šolich áv a teln ý	o šolich á v a teln ý	OK_MATCHABLE	o šolich á v a teln ý	
podestýlávatelný	0	pode stýl áv a teln ý	pode stýl á v a teln ý	OK_MATCHABLE	pode stýl á v a teln ý	
propočítávatelný	0	pro po čít áv a teln ý	pro po čít á v a teln ý	OK_MATCHABLE	pro po čít á v a teln ý	
umilovávatelný	0	u mil ov áv a teln ý	u mil ová v a teln ý	OK_MATCHABLE	u mil ová v a teln ý	
převolovávatelný	0	pře vol ov áv a teln ý	pře vol ová v a teln ý	OK_MATCHABLE	pře vol ová v a teln ý	
filmovávatelný	1	film ov áv a teln ý	film ová v a teln ý	OK_MATCHABLE	film ová v a teln ý	
otejpovávatelný	0	o tejp ov áv a teln ý	o tejp ová v a teln ý	OK_MATCHABLE	o tejp ová v a teln ý	
ušetřovávatelný	0	u šetř ov áv a teln ý	u šetř ová v a teln ý	OK_MATCHABLE	u šetř ová v a teln ý	
záplatovávatelný	0	zá plat ov áv a teln ý	zá plat ová v a teln ý	OK_MATCHABLE	zá plat ová v a teln ý	
pachtovávatelný	0	pacht ov áv a teln ý	pacht ová v a teln ý	OK_MATCHABLE	pacht ová v a teln ý	
konstruovávatelný	1	kon stru ov áv a teln ý	kon stru ová v a teln ý	OK_MATCHABLE	kon stru ová v a teln ý	
vyživovávatelný	0	vy živ ov áv a teln ý	vy živ ová v a teln ý	OK_MATCHABLE	vy živ ová v a teln ý	
kadencovatelný	1	kadenc ov a teln ý	kadenc ova teln ý	OK_MATCHABLE	kadenc ova teln ý	
gaučovatelný	1	gauč ov a teln ý	gauč ova teln ý	OK_MATCHABLE	gauč ova teln ý	
zmultitaskovatelný	0	z multi task ov a teln ý	z multi task ova teln ý	OK_MATCHABLE	z multi task ova teln ý	
zmikrofilmovatelný	1	z mikro film ov a teln ý	z mikro film ova teln ý	OK_MATCHABLE	z mikro film ova teln ý	
prokluzovatelný	0	pro kluz ov a teln ý	pro kluz ova teln ý	OK_MATCHABLE	pro kluz ova teln ý	
přituhle	0	při tuh l e	při tuh l e	OK_IDENTICAL	při tuh l e	
obvykle	0	ob vykl e	ob vyk l e	FIXME_DIFFERENT	ob vyk l e	
zadřímle	0	za dřím l e	za dřím l e	OK_IDENTICAL	za dřím l e	
zvadaně	0	z vad a n ě	z vad a n ě	OK_IDENTICAL	z vad a n ě	
zešlehaně	0	ze šleh an ě	ze šleh a n ě	FIXME_SD_WRONG_LEMMA	ze šleh a n ě	
stejkaně	0	stejk an ě	s tejk a n ě	FIXME_DIFFERENT	s tejk a n ě	
rozpodávaně	0	roz podá va n ě	roz po d á v a n ě	FIXME_DIFFERENT	roz po d á v a n ě	
přerazítkovávaně	0	pře raz ít ko v áv a n ě	pře raz í tk ová v a n ě	FIXME_DIFFERENT	pře raz í tk ová v a n ě	
předeklarovávaně	0	pře deklar ov áv a n ě	pře de klar ová v a n ě	FIXME_DIFFERENT	pře de klar ová v a n ě	
aprovizovávaně	1	aproviz ov áv a n ě	a pro viz ová v a n ě	FIXME_DIFFERENT	a pro viz ová v a n ě	
obrábívaně	0	ob ráb ív a n ě	ob ráb í v a v ě	FIXME_SD_WRONG_LEMMA	ob ráb í v a n ě	
zasklívaně	0	za sklí va n ě	za skl í v a n ě	FIXME_DIFFERENT	za skl í v a n ě	
uválcovaně	0	u válc o va n ě	u vál c ova n ě	FIXME_DIFFERENT	u vál c ova n ě	
strachovaně	0	strach ova n ě	strach ova teln ě	FIXME_SD_WRONG_LEMMA	strach ova n ě	
kadmiovaně	1	kadmi o va n ě	?	FIXME_SD_QUESTIONMARK	kadmi ova n ě	
rámečkovaně	0	rám ečk o va n ě	rám eč k ova n ě	FIXME_DIFFERENT	rám eč k ova n ě	
odsvazkovaně	0	od svaz k o va n ě	od s vaz k ova n ě	FIXME_DIFFERENT	od s vaz k ova n ě	
domapovaně	0	do map ova n ě	do map ova n ě	OK_IDENTICAL	do map ova n ě	
vměšovaně	0	v měš ova n ě	v měš ova n ě	OK_IDENTICAL	v měš ova n ě	
zadrátovaně	0	za drát ova n ě	za drát ova n ě	OK_IDENTICAL	za drát ova n ě	
obletovaně	0	ob let ova n ě	ob let ova n ě	OK_IDENTICAL	ob let ova n ě	
odřazovaně	0	od řaz ova n ě	od řaz ova n ě	OK_IDENTICAL	od řaz ova n ě	
ohražovaně	0	o hraž ova n ě	o hraž ova n ě	OK_IDENTICAL	o hraž ova n ě	
zutrakvizovaně	0	z utrakviz ova n ě	?	FIXME_SD_QUESTIONMARK	z utrakv izova n ě	
lokučně	1	lokučn ě	?	FIXME_SD_QUESTIONMARK	lokuč n ě	
parasoudně	1	para soud n ě	para soud n ě	OK_IDENTICAL	para soud n ě	
bratřeně	0	bratř en ě	bratř en ě	OK_IDENTICAL	bratř en ě	
zrohovatěně	0	z roh ova tě n ě	z roh ovat ě n ě	FIXME_DIFFERENT	z roh ovat ě n ě	
dodiveně	0	do div en ě	do div en ě	OK_IDENTICAL	do div en ě	
povoženě	0	po vož en ě	po vož en ě	OK_IDENTICAL	po vož en ě	
kokálně	1	kokál n ě	?	FIXME_SD_QUESTIONMARK	kok ál n ě	
šmrdlatelně	0	šmrdl a teln ě	šmrdl a teln ě	OK_IDENTICAL	šmrdl a teln ě	
zatoulávatelně	0	za toul áv a teln ě	za toul áva teln ě	FIXME_DIFFERENT	za toul á v a teln ě	
okousávatelně	0	o kous áv a teln ě	o kous áva teln ě	FIXME_DIFFERENT	o kous á v a teln ě	
přesévávatelně	0	pře sév áv a teln ě	pře s é v á v a teln ě	FIXME_DIFFERENT	pře s é v á v a teln ě	
centrifugovávatelně	1	centrifugov áv a teln ě	centr i fug ová v a teln ě	FIXME_DIFFERENT	centr i fug ová v a teln ě	
zakademičťovávatelně	0	z akadem ičť ov áv a teln ě	z akademi čť ová v a teln ě	FIXME_DIFFERENT	z akadem ič ť ová v a teln ě	
přeminiaturizovávatelně	1	pře miniatur iz ov áv a teln ě	?	FIXME_SD_QUESTIONMARK	pře miniatur izová v a teln ě	
zasvěcovatelně	0	za svěc ova teln ě	za svěc ova teln ě	OK_IDENTICAL	za svěc ova teln ě	
zbrakovatelně	0	z brak ova teln ě	z brak ova teln ě	OK_IDENTICAL	z brak ova teln ě	
zaočkovatelně	1	za očkov a teln ě	za oč k ova teln ě	FIXME_DIFFERENT	za oč k ova teln ě	
zaprognostikovatelně	1	za progn o stik ov a teln ě	?	FIXME_SD_QUESTIONMARK	za pro gno st ik ova teln ě	
vyhandrkovatelně	1	vy handrk ov a teln ě	vy handrk ova teln ě	FIXME_DIFFERENT	vy handrk ova teln ě	
zakřížkovatelně	0	za kříž k ova teln ě	za kříž k ova teln ě	OK_IDENTICAL	za kříž k ova teln ě	
oflitrovatelně	1	o flitr ov a teln ě	o flitr ova teln ě	FIXME_DIFFERENT	o flitr ova teln ě	
odkmotrovatelně	0	od kmotr ova teln ě	od kmotr ova teln ě	OK_IDENTICAL	od kmotr ova teln ě	
navypravovatelně	0	na vy prav ova teln ě	na vy prav ova teln ě	OK_IDENTICAL	na vy prav ova teln ě	
přelézatelně	0	pře léz a teln ě	pře léz a teln ě	OK_IDENTICAL	pře léz a teln ě	
přebásnitelně	0	pře básn i teln ě	pře básn i teln ě	OK_IDENTICAL	pře básn i teln ě	
umařitelně	0	u mař i teln ě	u mař i teln ě	OK_IDENTICAL	u mař i teln ě	
zvalašitelně	0	z valaš i teln ě	z valaš i teln ě	OK_IDENTICAL	z valaš i teln ě	
mísitelně	0	mís i teln ě	mís i teln ě	OK_IDENTICAL	mís i teln ě	
lopotitelně	0	lopot i teln ě	lopot i teln ě	OK_IDENTICAL	lopot i teln ě	
křápnutelně	0	křáp nu teln ě	křáp nu teln ě	OK_IDENTICAL	křáp nu teln ě	
dvojdenně	0	dvoj den n ě	dv oj den n ě	FIXME_DIFFERENT	dv oj den n ě	
uštipně	0	u štip n ě	ú štip n ě	FIXME_SD_WRONG_LEMMA	u štip n ě	
superúsporně	1	super ú spor n ě	super ú spor n ě	OK_IDENTICAL	super ú spor n ě	
málopočetně	0	málo po četn ě	mál o po čet n ě	FIXME_DIFFERENT	mál o po čet n ě	
šestnáctimístně	0	šest náct i míst n ě	šest náct i míst n ě	OK_IDENTICAL	šest náct i míst n ě	
vlivně	0	v liv n ě	v liv n ě	OK_IDENTICAL	v liv n ě	
kurzovně	0	kurz ov n ě	kurz ov n ě	OK_IDENTICAL	kurz ovn ě	
smíchotvorkyně	0	smích o tvor k yně	?	FIXME_SD_QUESTIONMARK	smích o tvor kyn ě	
SkyEurope	1	SkyEurope	Sky Europe	FIXME_DIFFERENT	Sky Europe	
Aurore	1	Aurore	Aurore	OK_IDENTICAL	Aurore	
dvojhlase	1	dvoj hlas e	dv oj hlas e	FIXME_DIFFERENT	dv oj hlas e	
třicetiosmiletě	1	tři cet i osmi let ě	tř i cet i osm i let ě	FIXME_DIFFERENT	tř i cet i osm i let ě	
dvěstěpadesátiletě	0	dvě stě pades át i let ě	dv ě st ě pa desát i let ě	FIXME_DIFFERENT	dv ě st ě pa desát i let ě	
cívkovitě	0	cívk ov it ě	?	FIXME_SD_QUESTIONMARK	cív kovitě	
náležitě	0	ná lež it ě	ná lež it ý	FIXME_SD_WRONG_LEMMA	ná lež it ě	
rašeliniště	0	rašelin išt ě	raš elin išt ě	FIXME_DIFFERENT	rašelin išt ě	
vřesoviště	0	vřes ov išt ě	vřes ov išt ě	OK_IDENTICAL	vřes ov išt ě	
zabuchnutě	0	za buch nut ě	za buch nu t ě	FIXME_DIFFERENT	za buch nu t ě	
dopnutě	0	do pnut ě	do p nu t ě	FIXME_DIFFERENT	do p nu t ě	
zdravě	0	zdrav ě	zdrav ě	OK_IDENTICAL	zdrav ě	
vypočítavě	0	vy počít av ě	vy po čít av ě	FIXME_DIFFERENT	vy po čít av ě	
hnědozrzavě	0	hněd o zrz av ě	?	FIXME_SD_QUESTIONMARK	hněd o zrz av ě	
lehkovznětlivě	0	lehk o vznět liv ě	lehk o vz nět liv ý	FIXME_SD_WRONG_LEMMA	lehk o vz nět liv ě	
záznamuchtivě	0	zá znam u chtiv ě	zá znam u cht iv ě	FIXME_DIFFERENT	zá znam u cht iv ě	
koncově	1	konc ov ě	konc ov ě	OK_IDENTICAL	konc ov ě	
petrolejově	0	petr olej ov ě	?	FIXME_SD_QUESTIONMARK	petrolej ov ě	??? petro samostatný morfém, protože petrochemie/petrologie/petrografie?
jesličkově	0	jesl ičk ov ě	jesl ičk ov ě	OK_IDENTICAL	jesl ičk ov ě	
vyjížďkově	0	vy jížď k ov ě	vy jížď k ov ě	OK_IDENTICAL	vy jížď k ov ě	
žebérkově	0	žebér k ov ě	žebér k ov ě	OK_IDENTICAL	žebér k ov ě	
kapavkově	0	kap av k ov ě	kap av k ov ě	OK_IDENTICAL	kap av k ov ě	
dvojplánově	0	dvoj plán ov ě	dv oj plán ov ě	FIXME_DIFFERENT	dv oj plán ov ě	
marihuanově	1	marihuan ov ě	marihuan ov ě	OK_IDENTICAL	marihuan ov ě	
pilinově	0	pil in ov ě	pil in ov ě	OK_IDENTICAL	pil in ov ě	
clonově	0	clon ov ě	clon ov ě	OK_IDENTICAL	clon ov ě	
zvonově	0	zvon ov ě	zvon ov ě	OK_IDENTICAL	zvon ov ě	
svítiplynově	0	svít i plyn ov ě	svít i plyn ov ě	OK_IDENTICAL	svít i plyn ov ě	
stratosférově	1	strato sfér ov ě	strat o sfér ov ě	FIXME_DIFFERENT	strat o sfér ov ě	
fluorově	1	fluor ov ě	fluor ov ě	OK_IDENTICAL	fluor ov ě	
pětadvaceticentimetrově	1	pět a dva cet i centi metr ov ě	pět a dv a cet i cent i metr ov ě	FIXME_DIFFERENT	pět a dva cet i centi metr ov ě	
dvouapůlmetrově	1	dvou a půl metr ov ě	dv ou a půl metr ov ě	FIXME_DIFFERENT	dv ou a půl metr ov ě	
sametově	0	samet ov ě	samet ov ě	OK_IDENTICAL	samet ov ě	
brízově	1	bríz ov ě	bríz ov ě	OK_IDENTICAL	bríz ov ě	
fototaxe	1	foto taxe	foto tax e	FIXME_DIFFERENT	fot o tax e	
rekonverze	1	re konver ze	?	FIXME_SD_QUESTIONMARK	re kon verz e	
Bransouze	1	Bransouze	?	FIXME_SD_QUESTIONMARK	Bransouz e	
Budiáf	1	Budiáf	?	FIXME_SD_QUESTIONMARK	Budiáf	
kontrareliéf	1	kontra reliéf	kontra reliéf	OK_IDENTICAL	kontra reliéf	
Berhof	1	Berhof	?	FIXME_SD_QUESTIONMARK	Berhof	
Brownrigg	1	Brownrigg	Brown rigg	FIXME_DIFFERENT	Brown rigg	
Anlongveng	1	Anlongveng	?	FIXME_SD_QUESTIONMARK	Anlongveng	
Nyberg	1	Nyberg	?	FIXME_SD_QUESTIONMARK	Nyberg	
Bartoch	0	Bartoch	Bartoch	OK_IDENTICAL	Bartoch	
markrabí	0	markrabí	?	FIXME_SD_QUESTIONMARK	markrab í	
onačí	0	onač í	?	FIXME_SD_QUESTIONMARK	onač í	
nakapací	0	na kap a c í	na kap a c í	OK_IDENTICAL	na kap a c í	
zůstávací	0	zů st áv a c í	zůst áv a c í	FIXME_DIFFERENT	zůst áv a c í	
vklopýtávací	0	v klop ýt áv a c í	v klopýt á v a c í	FIXME_DIFFERENT	v klopýt á v a c í	
zaněcovávací	0	zaněc ov áv a c í	za něc ová v a c í	FIXME_DIFFERENT	za něc ová v a c í	
zeškareďovávací	0	ze škareď ov áv a c í	za škareď ová v a c í	FIXME_SD_WRONG_LEMMA	ze škareď ová v a c í	
plechovávací	0	plech ov áv a c í	plecj ová v a c í	FIXME_SD_WRONG_LEMMA	plech ová v a c í	
zahajduchovávací	0	za hajduch ov áv a c í	?	FIXME_SD_QUESTIONMARK	za hajduch ová v a c í	
vychovávací	0	vy chov áv a c í	vy chov á v a c í	FIXME_DIFFERENT	vy chov á v a c í	
sáňkovávací	0	sáňk ov áv a c í	sáň k ova c í	FIXME_SD_WRONG_LEMMA	sáň k ová v a c í	
zařemeslovávací	0	za řemesl ov áv a c í	za řemes l ová v a c í	FIXME_DIFFERENT	za řemes l ová v a c í	
diskreditovávací	1	diskredit ov áv a c í	dis kredit ová v a c í	FIXME_DIFFERENT	dis kredit ová v a c í	
senzitizovávací	1	senzit iz ov áv a c í	?	FIXME_SD_QUESTIONMARK	senz it izová v a c í	
odháčkovací	0	od háčk ova c í	od háč k ova c í	FIXME_DIFFERENT	od háč k ova c í	
stromečkovací	0	strom ečk ov a c í	strom eč k ová v a c í	FIXME_SD_WRONG_LEMMA	strom eč k ova c í	
hubičkovací	0	hub ičk ov a c í	hub ičk ova c í	FIXME_DIFFERENT	hub ičk ova c í	
vmilovací	0	v mil o va c í	v mil ova c í	FIXME_DIFFERENT	v mil ova c í	
vyplemeňovací	0	vy plemeň ova c í	vy plemeň ova c í	OK_IDENTICAL	vy plemeň ova c í	
dosamodefinovací	1	do samo defin ov a c í	do sam o de fin ova c í	FIXME_DIFFERENT	do sam o de fin ova c í	
vypárovací	0	vy pár ova c í	vy pár ova c í	OK_IDENTICAL	vy pár ova c í	
besemerovací	0	besemer ova c í	?	FIXME_SD_QUESTIONMARK	besemer ova c í	
prokšeftovací	1	pro kšeft ova c í	pro kšeft ova c í	OK_IDENTICAL	pro kšeft ova c í	
experimentovací	1	experiment ov a c í	?	FIXME_SD_QUESTIONMARK	experiment ova c í	
zjalovovací	0	z jalov ova c í	z jal ovo v a c í	FIXME_DIFFERENT	z jalov ova c í	
přisněžovací	0	při sněž ova c í	při sněž ová v a c í	FIXME_SD_WRONG_LEMMA	při sněž ova c í	
odsouvací	0	od souva c í	od souv a c í	FIXME_DIFFERENT	od souv a c í	
překlopýtávající	0	pře klop ýt áv a jí c í	pře klopýt á v aj íc í	FIXME_DIFFERENT	pře klopýt á v aj íc í	
párkovávající	0	párk ov áv a jí c í	pár k ová v aj íc í	FIXME_DIFFERENT	pár k ová v aj íc í	
uvězňovávající	0	u vězň ov áv a jí c í	u věz ň ová v aj íc í	FIXME_DIFFERENT	u věz ň ová v aj íc í	
vymezerovávající	0	vy mez er ov áv a jí c í	vy mezer ová v aj íc í	FIXME_DIFFERENT	vy mezer ová v aj íc í	??? mez zvlášť (vymezit…)
troštovávající	0	trošt ov áv a jí c í	trošt ová v a j íc í	FIXME_DIFFERENT	trošt ová v a j íc í	
zavázívající	0	za váz íva jí c í	za vází v aj íc í	FIXME_DIFFERENT	za váz í v aj íc í	
obmýšlející	0	ob mýšl e jí c í	ob mýšl ej íc í	FIXME_DIFFERENT	ob mýšl ej íc í	
ucrkující	1	u crk ují c í	?	FIXME_SD_QUESTIONMARK	u crk uj íc í	
zchmuřující	0	z chmuř u jí c í	z chmuř uj íc í	FIXME_DIFFERENT	z chmuř uj íc í	
hybridizující	1	hybrid iz u jí c í	hybrid iz uj íc í	FIXME_DIFFERENT	hybrid iz uj íc í	
Yehudi	1	Yehudi	Yehudi	OK_IDENTICAL	Yehudi	
Hidvegi	1	Hidvegi	Hidvegi	OK_IDENTICAL	Hidvegi	
cherimoli	1	cherimoli	?	FIXME_SD_QUESTIONMARK	cherimoli	
nanaříkání	0	na na řík án í	na řík á n í	FIXME_SD_WRONG_LEMMA	na na řík á n í	
vypejkání	0	vy pejk á n í	vy pejk á n í	OK_IDENTICAL	vy pejk á n í	
zamrňoukání	0	za mrňouk á n í	za mrňouk á n í	OK_IDENTICAL	za mrňouk á n í	
zadudlání	0	za dudl á n í	za dudl á n í	OK_IDENTICAL	za dudl á n í	
obmetání	0	ob met á n í	ob met á n í	OK_IDENTICAL	ob met á n í	
vmítání	0	v mít á n í	v mít á n í	OK_IDENTICAL	v mít á n í	
zacupotání	0	za cup ot á n í	za cupot á n í	FIXME_DIFFERENT	za cup ot á n í	
svolávání	0	s voláv á n í	s vol á v a c í	FIXME_SD_WRONG_LEMMA	s vol á v á n í	
zachropotávání	0	za chrop ot áv á n í	za chropt áv á n í	FIXME_SD_WRONG_LEMMA	za chrop ot á v á n í	
souřaďovávání	0	sou řaď ov áv á n í	sou řaďová v á n í	FIXME_DIFFERENT	sou řaď ová v á n í	
reemigrovávání	1	re emigr ov áv á n í	re e migr ová v á n í	FIXME_DIFFERENT	re e migr ová v á n í	
nasekýrovávání	0	na sekýr ov áv á n í	na sekýr ová n í	FIXME_SD_WRONG_LEMMA	na sekýr ová v á n í	
zjalovovávání	0	z jalov ov áv á n í	z jal ov ová v á n í	FIXME_DIFFERENT	z jalov ová v á n í	
komunizovávání	1	komuniz ov áv á n í	komun iz ová v á n í	FIXME_DIFFERENT	komun izová v á n í	
zagajdování	1	zagajd ov á n í	za gajd ová n í	FIXME_DIFFERENT	za gajd ová n í	
fáborkování	1	fábork ov ání	fábor k ová n í	FIXME_DIFFERENT	fábor k ová n í	
nakladatelování	0	na klad at el ov á n í	na klad a tel ová n í	FIXME_DIFFERENT	na klad a tel ová n í	
zlicitování	0	z lic it ov á n í	?	FIXME_SD_QUESTIONMARK	z licit ová n í	
relativizování	1	relat iviz ov á n í	relat iv iz ová n í	FIXME_DIFFERENT	relat iv izová n í	
dedikační	1	dedik ač n í	?	FIXME_SD_QUESTIONMARK	dedik ač n í	
formační	1	forma čn í	form ač n í	FIXME_DIFFERENT	form ač n í	
plynovodní	0	plyn o vod n í	plyn o vod n í	OK_IDENTICAL	plyn o vod n í	
znovupohřbení	0	znovu po hřb ení	z nov u po hřb en í	FIXME_DIFFERENT	z nov u po hřb en í	
naobtáčení	1	na ob táč e n í	na ob táč e n í	OK_IDENTICAL	na ob táč e n í	
zahašení	0	za haš ení	za haš en í	FIXME_DIFFERENT	za haš en í	
rezavění	1	rez av ě n í	?	FIXME_SD_QUESTIONMARK	rez av ě n í	
centrolecitální	1	centr o lecitál n í	?	FIXME_SD_QUESTIONMARK	centr o lecit ál n í	
kapitální	1	kapitál n í	kapit ál n í	FIXME_DIFFERENT	kapitál n í	
předarchivní	1	před arch iv n í	před arch iv n í	OK_IDENTICAL	před arch iv n í	
ložní	0	lož n í	lož n í	OK_IDENTICAL	lož n í	
konfúzní	1	kon fúz n í	kon fúz n í	OK_IDENTICAL	kon fúz n í	
sebeučenější	0	sebe uč en ějš í	seb e uč en ějš í	FIXME_DIFFERENT	seb e uč en ějš í	
Faluši	1	Faluši	?	FIXME_SD_QUESTIONMARK	Faluši	
zaštiřikavší	0	za štiřika v š í	za štiřik a vš í	FIXME_DIFFERENT	za štiřik a vš í	
zrevokovavší	0	z revok ova v š í	?	FIXME_SD_QUESTIONMARK	z re vok ova vš í	
prokormidlovavší	1	pro kormidl ov a v š í	pro kormi dl ova vš í	FIXME_DIFFERENT	pro kormidl ova vš í	
zalažírovavší	0	za lažír ova v š í	?	FIXME_SD_QUESTIONMARK	za lažír ova vš í	
zakantorovavší	1	za kantor ov a v š í	za kant or ova vš í	FIXME_DIFFERENT	za kant or ova vš í	
odsystematizovavší	1	od system at iz ov a v š í	od systém at iz ova vš í	FIXME_SD_WRONG_LEMMA	od systém at izova vš í	
zrakouštěvší	0	z rakouš tě v š í	?	FIXME_SD_QUESTIONMARK	z rakouš t ě vš í	
obemknuvší	0	obe mkn u v š í	obe mk nu vš í	FIXME_DIFFERENT	obe mk nu vš í	
zabrnknuvší	0	za brnk n u v š í	za brnk nu vš í	FIXME_DIFFERENT	za brnk nu vš í	
ztrpknutí	0	z trp k n ut í	z trpk nu t í	FIXME_DIFFERENT	z trpk nu t í	
ukousnutí	0	u kous n ut í	u kous nu t í	FIXME_DIFFERENT	u kous nu t í	
skálolezectví	0	skál o lez e c tv í	sklá o lez ec tv í	FIXME_SD_WRONG_LEMMA	skál o lez ec tv í	
tkalcovnictví	0	tka lc ov nic tv í	?	FIXME_SD_QUESTIONMARK	tka lc ovnic tv í	
Januszcak	0	Januszc ak	?	FIXME_SD_QUESTIONMARK	Januszc ak	
vědmák	0	věd m ák	věd m ák	OK_IDENTICAL	věd m ák	
Křivák	0	Křiv ák	Křiv ák	OK_IDENTICAL	Křiv ák	
