parent	grandparent	derivation
amortizovat#V????--??-??B??	eutanazie#NNF??-----A---?	smrt#NNF??-----A---?
aviso#NNN??-----A---?	evidence#NNF??-----A---?	revidovat#V????--??-??I??
advokát#NNM??-----A---?	evokovat#V????--??-??B??	vokál#NNI??-----A---?
anekdota#NNF??-----A---?	ex#NNXXX-----A----	edice#NNF??-----A---?
elaborace#NNF??-----A---?	ex#NNXXX-----A----	elaborát#NNI??-----A---?
migrovat#V????--??-??I??	ex#NNXXX-----A----	emigrant#NNM??-----A---?
depeše#NNF??-----A---?	ex#NNXXX-----A----	expedice#NNF??-----A---?
asistovat#V????--??-??I??	ex#NNXXX-----A----	existence#NNF??-----?---?
excelence#NNF??-----A---?	ex#NNXXX-----A----	excelovat#V????--??-??I??
alt#NNI??-----A---?	exaltovaný#AA???----??---?	oltář#NNI??-----A---?
absces#NNI??-----A---?	exces#NNI??-----A---?	proces#NNI??-----A---?
hegemon#NNI??-----A---?	exegeze#NNF??-----A---?	hegemonie#NNF??-----A---?
asociovat#V????--??-??I??	exekuce#NNF??-----A---?	sekvence#NNF??-----A---?
presumovat#V????--??-??I??	exemplář#NNI??-----A---?	presumpce#NNF??-----A---?
inhalovat#V????--??-??I??	exhalace#NNF??-----A---?	inhalace#NNF??-----A---?
humanizmus#NNI??-----A---?	exhumace#NNF??-----A---?	humanita#NNF??-----A---?
aklamovat#V????--??-??I??	exklamace#NNF??-----A---?	reklamovat#V????--??-??I??
komunikovat#V????--??-??B??	exkomunikovat#V????--??-??B??	komunikace#NNF??-----A---?
sekret#NNI??-----A---?	exkrement#NNI??-----A---?	sekrece#NNF??-----A---?
diskurz#NNI??-----A---?	exkurs#NNI??-----A---?	kurs#NNI??-----A---?
erg#NNI??-----A---?	exodus#NNI??-----A---?	metoda#NNF??-----A---?
exodus#NNI??-----A---?	experiment#NNI??-----A---?	expert#NNM??-----A---?
exponovat#V????--??-??B??	exponát#NNI??-----A---?	expozice#NNF??-----A---?
espreso#NNN??-----A---?	expres#AAXXX----1A----	pres#NNI??-----A---?
kontrahovat#V????--??-??I??	extrakt#NNI??-----A---?	kontrakce#NNF??-----A---?
abstraktum#NNN??-----A---?	extrakt#NNI??-----A---?	abstraktní#AA???----??---?
avers#NNI??-----A---?	extrovert#NNM??-----A---?	konverze#NNF??-----A---?
introverze#NNF??-----A---?	extrovert#NNM??-----A---?	introvert#NNM??-----A---?
exlibris#NNNXX-----A----	extáze#NNF??-----A---?	existence#NNF??-----?---?
metastáze#NNF??-----A---?	extáze#NNF??-----A---?	metastáza#NNF??-----A---?
afazie#NNF??-----A---?	fabule#NNF??-----A---?	fáma#NNF??-----A---?
rafinovat#V????--??-??I??	fajn#Db-------------	rafinovaný#AA???----??---?
efekt#NNI??-----A---?	faksimile#NNN??-----A---?	fakt#NNI??-----A---?
disimilovat#V????--??-??B??	faksimile#NNN??-----A---?	asimilovat#V????--??-??B??
faksimile#NNN??-----A---?	faktor#NNI??-----A---?	fakt#NNI??-----A---?
faktor#NNI??-----A---?	fakulta#NNF??-----A---?	fakt#NNI??-----A---?
falzifikovat#V????--??-??B??	faleš#NNF??-----A----	falzifikát#NNI??-----A---?
fandit#V????--??-??I??	fanatik#NNM??-----A---?	fanoušek#NNM??-----A---?
fanfaron#NNM??-----A---?	fanfára#NNF??-----A---?	fanfarón#NNM??-----A---?
magor#NNM??-----A---?	fantazie#NNF??-----A---?	fantazmagorie#NNF??-----A---?
ekologie#NNF??-----A---?	fara#NNF??-----A---?	diecéze#NNF??-----A---?
biřmovat#V????--??-??I??	farma#NNF??-----A---?	firma#NNF??-----A---?
fašizmus#NNI??-----A---?	fascikl#NNI??-----A---?	fašismus#NNI??-----A---?
fakulta#NNF??-----A---?	fazona#NNF??-----A---?	fakt#NNI??-----A---?
fabulovat#V????--??-??I??	fatální#AA???----??---?	fáma#NNF??-----A---?
fasona#NNF??-----A---?	faseta#NNF??-----A---?	fasáda#NNF??-----A---?
epidemie#NNF??-----A---?	federace#NNF??-----A---?	konfident#NNM??-----A---?
folie#NNF??-----A---?	fejeton#NNI??-----A---?	fólie#NNF??-----A---?
feminizmus#NNI??-----A---?	femininum#NNN??-----A---?	feminismus#NNI??-----A---?
dryják#NNI??-----A---?	ferina#NNM??-----A---?	zvíře#NNN??-----A---?
diference#NNF??-----A---?	fertilita#NNF??-----A---?	konference#NNF??-----A---?
fazeta#NNF??-----A---?	fetiš#NNI??-----A---?	fakt#NNI??-----A---?
Filip#NNM??-----A---?	fikaný#AA???----??---?	filip#NNM??-----A---?
angrešt#NNI??-----A---?	fil#NNI??-----A---?	acidofilní#AA???----1?---?
cela#NNF??-----A---?	filatelie#NNF??-----A---?	teleologie#NNF??-----A---?
iluminovat#V????--??-??I??	filumenie#NNFP?-----A---?	iluminace#NNF??-----A---?
definovat#V????--??-??B??	finance#NNF??-----A---?	definice#NNF??-----A---?
pískat#V????--??-??I??	fistule#NNF??-----A---?	píšťala#NNF??-----A---?
fetiš#NNI??-----A---?	fit#AAXXX----1A----	fakt#NNI??-----A---?
afix#NNI??-----A---?	fixovat#V????--??-??I??	krucifix#NNI??-----A---?
flik#NNI??-----A---?	flek#NNI??-----A---?	flikovat#V????--??-??I??
deflorovat#V????--??-??P??	fleret#NNI??-----A---?	flóra#NNF??-----A---?
box#NNI??-----A---?	flinta#NNF??-----A---?	piksla#NNF??-----A---?
fluktuovat#V????--??-??I??	fluidum#NNN??-----A---?	fluktuace#NNF??-----A---?
flám#NNI??-----A---?	flundra#NNF??-----A---?	flámovat#V????--??-??I??
flota#NNF??-----A---?	flusat#V????--??-??I??	flotila#NNF??-----A---?
fleret#NNI??-----A---?	flór#NNI??-----A---?	flóra#NNF??-----A---?
xenofobní#AA???----??---?	fobie#NNF??-----A---?	xenofobie#NNF??-----A---?
klaustrofobní#AA???----??---?	fobie#NNF??-----A---?	klaustrofobie#NNF??-----A---?
bochník#NNI??-----A---?	fofr#NNI??-----A---?	fokus#NNI??-----A---?
foukat#V????--??-??I??	fofr#NNI??-----A---?	fukar#NNI??-----A---?
fundament#NNI??-----A---?	fond#NNI??-----A---?	fundamentální#AA???----??---?
fundovat#V????--??-??I??	fond#NNI??-----A---?	fundovaný#AA???----??---?
difuze#NNF??-----A---?	fondán#NNI??-----A---?	fúze#NNF??-----A---?
psychiatrie#NNF??-----A---?	foniatrie#NNF??-----A---?	psychiatr#NNM??-----A---?
fedrovat#V????--??-??I??	forhont#NNI??-----A---?	fór#NNI??-----A---?
backhand#NNI??-----A---?	forhont#NNI??-----A---?	forhend#NNI??-----A---?
forhont#NNI??-----A---?	forota#NNF??-----A---?	fortel#NNI??-----A---?
porta#NNF??-----A---?	fortna#NNF??-----A---?	portýr#NNM??-----A---?
forota#NNF??-----A---?	forvard#NNM??-----A---?	forhend#NNI??-----A---?
forvard#NNI??-----A---?	foršus#NNI??-----A---?	forota#NNF??-----A---?
pater#NNM??-----A---?	fotr#NNM??-----A---?	páter#NNM??-----A---?
afrikáta#NNF??-----A---?	froté#AAXXX----1A----	frikce#NNF??-----A---?
fotr#NNM??-----A---?	fráter#NNM??-----A---?	páter#NNM??-----A---?
crnkat#V????--??-??I??	frčet#V????--??-??I??	frnknout#V????--??-??P??
funebrální#AA???----1?---?	funus#NNI??-----A---?	funebrák#NNM??-----A---?
fičet#V????--??-??I??	funět#V????--??-??I??	fujavice#NNF??-----A---?
galantérie#NNF??-----A---?	gala#AAXXX----1A----	galanterie#NNF??-----A---?
galantní#AA???----??---?	gala#AAXXX----1A----	galán#NNM??-----A---?
avantgarda#NNF??-----A---?	garnitura#NNF??-----A---?	garda#NNF??-----A---?
garant#NNM??-----A---?	garnitura#NNF??-----A---?	garance#NNF??-----A---?
fil#NNI??-----A---?	gatě#NNFP?-----A----	hať#NNF??-----A---?
chlad#NNI??-----A---?	gel#NNI??-----A---?	chladný#AA???----??---?
etnikum#NNN??-----A----	genealogie#NNF??-----A---?	geneze#NNF??-----A---?
eugenika#NNF??-----A---?	genealogie#NNF??-----A---?	gen#NNI??-----A---?
džentlmen#NNM??-----A---?	generální#AA???----1?---?	generace#NNF??-----A---?
generel#NNI??-----A---?	genitál#NNI??-----A---?	génius#NNM??-----A---?
pregnance#NNF??-----A---?	genitál#NNI??-----A---?	pregnantní#AA???----??---?
diskriminovat#V????--??-??B??	gestapo#NNN??-----A---?	policie#NNF??-----A---?
hlédat#V????--??-??I??	glanc#NNI??-----A---?	hledět#V????--??-??I??
glorifikovat#V????--??-??B??	gloriola#NNF??-----A---?	glorifikace#NNF??-----A---?
prognoza#NNF??-----A---?	gnozeologie#NNF??-----A---?	prognóza#NNF??-----A---?
elegance#NNF??-----A---?	gnozeologie#NNF??-----A---?	diagnóza#NNF??-----A---?
diagram#NNI??-----A---?	grafém#NNI??-----A---?	graf#NNI??-----A---?
aut#NNI??-----A---?	gram#NNI??-----A---?	autogram#NNI??-----A---?
telegrafie#NNF??-----A---?	gram#NNI??-----A---?	telegram#NNI??-----A---?
grafika#NNF??-----A---?	gram#NNI??-----A---?	graf#NNI??-----A---?
grandiozní#AA???----1?---?	grand#NNM??-----A---?	grandiózní#AA???----??---?
gravitovat#V????--??-??I??	gravidita#NNF??-----A---?	gravitace#NNF??-----A---?
granit#NNI??-----A---?	grenadina#NNF??-----A---?	granát#NNI??-----A---?
gatě#NNFP?-----A----	griotka#NNF??-----A---?	ocet#NNI??-----A---?
hrubý#AA???----??---?	grobián#NNM??-----A---?	hrubián#NNM??-----A---?
apokryf#NNI??-----A---?	groteska#NNF??-----A---?	krýt#V????--??-??I??
agregovat#V????--??-??I??	grémium#NNN??-----A---?	kongregace#NNF??-----A---?
eskorta#NNF??-----A---?	rehabilitace#NNF??-----A---?	rekce#NNF??-----A---?
fitink#NNI??-----A---?	hacienda#NNF??-----A---?	faktura#NNF??-----A---?
gram#NNI??-----A---?	halogen#NNI??-----A---?	autogen#NNI??-----A---?
balkon#NNI??-----A---?	hampejz#NNI??-----A---?	hambalek#NNI??-----A---?
hodit#V????--??-??I??	handrkovat#V????--??-??I??	hádat#V????--??-??I??
hořet#V???---??-??I??	harašit#V????--??-??I??	oharek#NNI??-----A---?
softver#NNI??-----A---?	hardware#NNI??-----A---?	software#NNI??-----A---?
kout#V????--??-??I??	havíř#NNM??-----A---?	kovat#V????--??-??I??
hnout#V????--??-??P??	hebký#AA???----??---?	hýbat#V????--??-??I??
hýkat#V????--??-??I??	hekat#V????--??-??I??	hejkat#V????--??-??I??
genealogie#NNF??-----A---?	herbicid#NNI??-----A---?	genocida#NNF??-----A---?
adheze#NNF??-----A---?	hereze#NNF??-----A---?	koherence#NNF??-----A---?
dezert#NNI??-----A---?	heroický#AA???----??---?	servis#NNI??-----A---?
huhlat#V????--??-??I??	hihňat#V???---??-??I??	huhňat#V???---??-??I??
zář#NNF??-----A---?	hledat#V????--??-??I??	záře#NNF??-----A---?
glanc#NNI??-----A---?	hledat#V????--??-??I??	hlídat#V????--??-??I??
žaloudek#NNI??-----A---?	hltat#V????--??-??I??	žaludek#NNI??-----A---?
hlen#NNI??-----A---?	hlína#NNF??-----A---?	hlíst#NNM??-----A---?
knedlik#NNI??-----A---?	hníst#V????--??-??I??	knedlík#NNI??-----A---?
dadaizmus#NNI??-----A---?	hobby#NNNXX-----A----	dadaismus#NNI??-----A---?
holý#AA???----??---?	hoch#NNM??-----A---?	holka#NNF??-----A---?
doba#NNF??-----A---?	hodina#NNF??-----A---?	hod#NNI??-----A---?
antonymum#NNN??-----A---?	homonymum#NNN??-----A---?	synonymum#NNN??-----A---?
anonym#NNI??-----A---?	homonymum#NNN??-----A---?	onomastika#NNF??-----A---?
exhumovat#V????--??-??B??	homunkulus#NNM??-----A---?	humanismus#NNI??-----A---?
permon#NNM??-----A---?	horník#NNM??-----A---?	permoník#NNM??-----A---?
hospital#NNI??-----A---?	hospic#NNI??-----A---?	hospitalizovat#V????--??-??B??
botel#NNI??-----A---?	hospic#NNI??-----A---?	hotel#NNI??-----A---?
hospic#NNI??-----A---?	host#NNM??-----A---?	hospoda#NNF??-----A---?
hapat#V????--??-??I??	houně#NNF??-----A---?	hop#NNI??-----A---?
housle#NNFP?-----A---?	hovor#NNI??-----A---?	hudba#NNF??-----A---?
harašit#V????--??-??I??	hořký#AA???----??---?	horký#AA???----??---?
hrabat#V????--??-??I??	hrb#NNI??-----A---?	hřbet#NNI??-----A---?
hřížit#V????--??-??I??	pohroužit#V????--??-??P??	pohřížit#V????--??-??P??
halabala#Db-------------	hulákat#V????--??-??I??	halekat#V????--??-??I??
svištět#V????--??-??I??	hvězda#NNF??-----A---?	svist#NNI??-----A---?
analysa#NNF??-----A---?	hydrolýza#NNF??-----A---?	analýza#NNF??-----A---?
hymnus#NNI??-----A---?	hymen#NNI??-----A---?	hymna#NNF??-----A---?
zhebat#V????--??-??I??	hynout#V????--??-??I??	zhebnout#V????--??-??P??
cholera#NNF??-----A---?	hypochondrie#NNF??-----A---?	melancholie#NNF??-----A---?
epiteton#NNI??-----A---6	hypotéza#NNF??-----A---?	teze#NNF??-----A---?
žebro#NNN??-----A---?	hřebík#NNI??-----A---?	žebřík#NNI??-----A---?
hrb#NNI??-----A---?	hřebík#NNI??-----A---?	hrabat#V????--??-??I??
řepa#NNF??-----A---?	hřebík#NNI??-----A---?	řepík#NNI??-----A---?
hřmít#V????--??-??I??	hřivna#NNF??-----A---?	ohromný#AA???----??---?
idiocie#NNF??-----A---?	idiom#NNI??-----A---?	idiot#NNM??-----A---?
humidní#AA???----??---?	idiosynkrazie#NNF??-----A---?	humor#NNI??-----A---?
gnozeologie#NNF??-----A---?	iglú#NNNXX-----A----	agnosticismus#NNI??-----A---?
anotovat#V????--??-??I??	iglú#NNNXX-----A----	nota#NNF??-----A---?
filumenie#NNFP?-----A---?	ilustrovat#V????--??-??B??	iluminace#NNF??-----A---?
image#NNF??-----A---?	imitovat#V????--??-??B??	imaginace#NNF??-----A---?
contact#NNI??-----A---?	impertinentní#AA???----??---?	kontinent#NNI??-----A---?
transplantovat#V????--??-??B??	implantace#NNF??-----A---?	transplantace#NNF??-----A---?
display#NNI??-----A---?	implicitní#AA???----??---?	explicitní#AA???----??---?
implicite#Db-------------	implikovat#V????--??-??B??	komplikovat#V????--??-??I??
transportovat#V????--??-??B??	import#NNI??-----A---?	transport#NNI??-----A---?
exponát#NNI??-----A---?	import#NNI??-----A---?	export#NNI??-----A---?
import#NNI??-----A---?	impozantní#AA???----??---?	imponovat#V????--??-??I??
expres#Db-------------	impresionismus#NNI??-----A---?	deprese#NNF??-----A---?
exprese#NNF??-----A---?	impresionismus#NNI??-----A---?	expresionismus#NNI??-----A---?
represe#NNF??-----A---?	impresário#NNM??-----A---?	represálie#NNF??-----A---?
pulz#NNI??-----A---?	impuls#NNI??-----A---?	puls#NNI??-----A---?
apel#NNI??-----A---?	impuls#NNI??-----A---?	apelovat#V????--??-??I??
empir#NNI??-----A---?	impérium#NNN??-----A---?	empír#NNI??-----A---?
deviza#NNF??-----A---?	individuum#NNN??-----A---?	dividenda#NNF??-----A---?
entomologie#NNF??-----A---?	individuum#NNN??-----A---?	atom#NNI??-----A---?
destruovat#V????--??-??I??	industriální#AA???----??---?	konstrukce#NNF??-----A---?
fatální#AA???----??---?	infant#NNM??-----A---?	fáma#NNF??-----A---?
hacienda#NNF??-----A---?	infekce#NNF??-----A---?	defekt#NNI??-----A---?
reforma#NNF??-----A---?	informovat#V????--??-??B??	forma#NNF??-----A---?
hereze#NNF??-----A---?	inherentní#AA???----1?---?	koherence#NNF??-----A---?
přát#V????--??-??I??	iniciála#NNF??-----A---?	jít#V???---??-??I??
ejakulovat#V????--??-??I??	injekce#NNF??-----A---?	ejakulace#NNF??-----A---?
rekognoskovat#V????--??-??B??	inkognito#Db------------?	rekognoskace#NNF??-----A---?
gestapo#NNN??-----A---?	inkoust#NNI??-----A---?	kriminální#AA???----??---?
nový#AA???----??---?	inovace#NNF??-----A---?	novic#NNM??-----A---?
esprit#NNI??-----A---?	inspirovat#V????--??-??B??	aspirovat#V????--??-??I??
etáž#NNF??-----A---?	instituce#NNF??-----A---?	statut#NNI??-----A---?
industriální#AA???----??---?	instrukce#NNF??-----A---?	konstrukce#NNF??-----A---?
izolovat#V????--??-??B??	inzulin#NNI??-----A---?	izolace#NNF??-----A---?
impertinence#NNF??-----A---?	intarzie#NNF??-----A---?	kontingent#NNI??-----A---?
iglú#NNNXX-----A----	intelekt#NNI??-----A---?	elita#NNF??-----A---?
externí#AA???----??---?	interiér#NNI??-----A---?	exteriér#NNI??-----A---?
valit#V????--??-??I??	interval#NNI??-----A---?	val#NNI??-----A---?
avantýra#NNF??-----A---?	intervence#NNF??-----A---?	prevence#NNF??-----A---?
hattrick#NNI??-----A---?	intrika#NNF??-----A---?	triko#NNN??-----A---?
devalvovat#V????--??-??B??	invalida#NNM??-----A---?	validita#NNF??-----A---?
vehikulum#NNN??-----A---?	invektiva#NNF??-----A---?	vehikl#NNI??-----A---?
intervenovat#V????--??-??B??	invence#NNF??-----A---?	prevence#NNF??-----A---?
inventář#NNI??-----A---?	invence#NNF??-----A---?	inventura#NNF??-----A---?
extroverze#NNF??-----A---?	inverze#NNF??-----A---?	diverze#NNF??-----A---?
genitál#NNI??-----A---?	inženýr#NNM??-----A---?	génius#NNM??-----A---?
herbicid#NNI??-----A---?	inženýr#NNM??-----A---?	gen#NNI??-----A---?
iniciativa#NNF??-----A---?	iont#NNI??-----A---?	jít#V???---??-??I??
iont#NNI??-----A---?	itinerář#NNI??-----A---?	jít#V???---??-??I??
hodina#NNF??-----A---?	jaro#NNN??-----A---?	hod#NNI??-----A---?
zajikat#V????--??-??I??	jektat#V????--??-??I??	zajíkat#V????--??-??I??
vyjekat#V????--??-??P??	jektat#V????--??-??I??	vyjeknout#V????--??-??P??
hovor#NNI??-----A---?	jesle#NNFP?-----A---?	housle#NNFP?-----A---?
jmout#V????--??-??B??	jet#NNI??-----A---?	jezdit#V????--??-??I??
kdy#Db-------------	kudy#Db-------------	kde#Db------------?
jas#NNI??-----A---?	jistý#A????----??---?	jasný#AA???----??---?
edikt#NNI??-----A---?	judikát#NNI??-----A---?	jurisdikce#NNF??-----A---?
srát#V????--??-??I??	junda#NNF??-----A---?	sranda#NNF??-----A---?
jiný#AA???----??---?	junior#NNM??-----A---?	jinoch#NNM??-----A---?
junior#NNM??-----A---?	junker#NNI??-----A---?	jinoch#NNM??-----A---?
adjustovat#V????--??-??I??	just#Db-------------	justice#NNF??-----A---?
judikát#NNI??-----A---?	just#Db-------------	jurisdikce#NNF??-----A---?
junker#NNI??-----A---?	juta#NNF??-----A---?	jinoch#NNM??-----A---?
nitro#NNN??-----A---?	játra#NNN??-----A---?	vnitřek#NNI??-----A---?
útroba#NNF??-----A---?	játra#NNN??-----A---?	útroby#NNFP?-----A---?
junta#NNF??-----A---?	jóga#NNF??-----A---?	jho#NNN??-----A----
dlabat#V????--??-??I??	kabonit#V????--??-??I??	kadlub#NNI??-----A---?
komihat#V????--??-??I??	kabonit#V????--??-??I??	komíhat#V????--??-??I??
baba#NNF??-----A---?	kakat#V????--??-??I??	máma#NNF??-----A---?
kalý#AA???----??---?	kal#NNI??-----A---?	kalina#NNF??-----A---?
inženýr#NNM??-----A---?	kancerogenní#AA???----??---?	gen#NNI??-----A---?
diskant#NNI??-----A---?	kancionál#NNI??-----A---?	kantáta#NNF??-----A---?
cukr#NNI??-----A---?	kandovaný#AA???----??---?	cukrkandl#NNI??-----A---?
biceps#NNI??-----A---?	kapilára#NNF??-----A---?	kapitola#NNF??-----A---?
kapilára#NNF??-----A---?	kapitulovat#V????--??-??I??	kapitola#NNF??-----A---?
kropit#V????--??-??I??	kapat#V????--??-??I??	krápat#V????--??-??I??
anticipovat#V????--??-??B??	kapsa#NNF??-----A---?	kapacita#NNF??-----A---?
chopit#V????--??-??P??	kapírovat#V????--??-??I??	chápat#V????--??-??I??
kapsa#NNF??-----A---?	kapírovat#V????--??-??I??	kapacita#NNF??-----A---?
kastel#NNI??-----A---?	kar#NNI??-----A---?	kastlík#NNI??-----A---?
flór#NNI??-----A---?	karfiol#NNI??-----A---?	flóra#NNF??-----A---?
autokar#NNI??-----A---?	kargo#NNN??-----A---?	kára#NNF??-----A---?
karikatura#NNF??-----A---?	kariéra#NNF??-----A---?	kargo#NNN??-----A---?
kariéra#NNF??-----A---?	karoserie#NNF??-----A---?	kára#NNF??-----A---?
incidence#NNF??-----A---?	kasino#NNN??-----A---?	kadence#NNF??-----A---?
alegorie#NNF??-----A---?	kata#NNF??-----A---?	kategorie#NNF??-----A---?
apostrof#NNI??-----A---?	kata#NNF??-----A---?	katastrofa#NNF??-----A---?
holokaust#NNI??-----A---?	katolický#AA???----??---?	hologram#NNI??-----A---?
dimenze#NNF??-----A---?	kauce#NNF??-----A---?	čít#V????--??-??I??
cena#NNF??-----A---?	kazajka#NNF??-----A---?	kázeň#NNF??-----A---?
kopule#NNF??-----A---?	kbelík#NNI??-----A---?	kupole#NNF??-----A---?
kapírovat#V????--??-??I??	keson#NNI??-----A---?	kapsa#NNF??-----A---?
kinetika#NNF??-----A---?	kinematografie#NNF??-----A---?	kinetický#AA???----??---?
clearing#NNI??-----A---?	klarinet#NNI??-----A---?	deklarace#NNF??-----A---?
klasika#NNF??-----A---?	deklasovat#V????--??-??B??	klasický#AA???----??---?
deklinovat#V????--??-??I??	klient#NNI??-----A---?	deklinace#NNF??-----A---?
klient#NNI??-----A---?	klitoris#NNI??-----A---?	klinika#NNF??-----A---?
jet#NNI??-----A---?	klnout#V????--??-??I??	jmout#V????--??-??B??
klohnit#V????--??-??I??	kloktat#V????--??-??I??	klokotat#V????--??-??I??
klopýtnout#V????--??-??P??	klopotit#V????--??-??I??	klopýtat#V????--??-??I??
chlopeň#NNF??-----A---?	klopotit#V????--??-??I??	klopit#V????--??-??I??
klapnout#V????--??-??P??	klopotit#V????--??-??I??	klepat#V????--??-??I??
rachat#V????--??-??I??	klopotit#V????--??-??I??	rachotit#V????--??-??I??
klauzule#NNF??-----A---?	klozet#NNI??-----A---?	klauzura#NNF??-----A---?
klopotit#V????--??-??I??	klusat#V????--??-??I??	klopýtat#V????--??-??I??
krk#NNI??-----A---?	klučit#V????--??-??I??	krčit#V????--??-??I??
blekotat#V????--??-??I??	klábosit#V????--??-??I??	blábolit#V????--??-??I??
pučet#V????--??-??I??	poklad#NNI??-----A---?	pukat#V????--??-??I??
klozet#NNI??-----A---?	klíč#NNI??-----A---?	klášter#NNI??-----A---?
klaka#NNF??-----A---?	klíč#NNI??-----A---?	klika#NNF??-----A---?
hřeb#NNI??-----A---?	klíčit#V????--??-??I??	hřebík#NNI??-----A---?
klát#V????---?-??I??	klíčit#V????--??-??I??	kel#NNI??-----A----
mihat#V????--??-??I??	kmitat#V????--??-??I??	míhat#V????--??-??I??
fňukat#V????--??-??I??	kničet#V????--??-??I??	kňučet#V????--??-??I??
kodifikovat#V????--??-??B??	kodex#NNI??-----A---?	kodifikace#NNF??-----A---?
itinerář#NNI??-----A---?	koitus#NNI??-----A---?	jít#V???---??-??I??
koktail#NNI??-----A---?	kokpit#NNI??-----A---?	koktejl#NNI??-----A---?
pitbullteriér#NNM??-----A---?	kokpit#NNI??-----A---?	pitbul#NNM??-----A---?
intelekt#NNI??-----A---?	kolekce#NNF??-----A---?	lekce#NNF??-----A---?
kůl#NNI??-----A---?	kolo#NNN??-----A---?	kůlna#NNF??-----A---?
impozantní#AA???----??---?	kolportovat#V????--??-??I??	export#NNI??-----A---?
kolaps#NNI??-----A---?	kolébat#V????--??-??I??	labilní#AA???----??---?
komika#NNF??-----A---?	komedie#NNF??-----A---?	komický#AA???----??---?
demence#NNF??-----A---?	komentovat#V????--??-??B??	mentalita#NNF??-----A---?
markytán#NNM??-----A---?	komerce#NNF??-----A---?	markytánka#NNF??-----A---?
fortifikovat#V????--??-??I??	komfort#NNI??-----A---?	fortifikace#NNF??-----A---?
akomodovat#V????--??-??B??	komodita#NNF??-----A---?	komoda#NNF??-----A---?
komplet#NNI??-----A---?	komplementární#AA???----1?---?	kompletní#AA???----??---?
implikovat#V????--??-??B??	komplex#NNI??-----A---?	komplikovat#V????--??-??I??
komplement#NNI??-----A---?	kompliment#NNI??-----A---?	kompletní#AA???----??---?
emise#NNF??-----A---?	kompromis#NNI??-----A---?	komise#NNF??-----A---?
komando#NNN??-----A---?	komtur#NNM??-----A---?	komandovat#V????--??-??I??
exkomunikovat#V????--??-??B??	komuna#NNF??-----A---?	komunikovat#V????--??-??B??
disent#NNI??-----A---?	konsensus#NNI??-----A---?	sentence#NNF??-----A---?
exces#NNI??-----A---?	koncert#NNI??-----A---?	recese#NNF??-----A---?
just#Db-------------	kondice#NNF??-----A---?	dikce#NNF??-----A---?
fondán#NNI??-----A---?	konfuzní#AA???----??---?	fúze#NNF??-----A---?
jóga#NNF??-----A---?	konjugace#NNF??-----A---?	jho#NNN??-----A----
disjunkce#NNF??-----A---?	konjugace#NNF??-----A---?	konjunkce#NNF??-----A---?
exkurs#NNI??-----A---?	konkurence#NNF??-----A---?	kurs#NNI??-----A---?
kolekce#NNF??-----A---?	konotace#NNF??-----A---?	nota#NNF??-----A---?
exekuce#NNF??-----A---?	konsekvence#NNF??-----A---?	sekvence#NNF??-----A---?
solida#NNM??-----A---?	konsolidovat#V????--??-??B??	solidní#AA???----??---?
autostráda#NNF??-----A---?	konsternovat#V????--??-??B??	stratifikace#NNF??-----A---?
instituce#NNF??-----A---?	konstituce#NNF??-----A---?	statut#NNI??-----A---?
intarzie#NNF??-----A---?	kontejner#NNI??-----A---?	kontinent#NNI??-----A---?
kontinuum#NNN??-----A---?	kontejner#NNI??-----A---?	kontinuita#NNF??-----A---?
templ#NNI??-----A---?	kontemplovat#V????--??-??I??	templář#NNM??-----A---?
-tekt-#Affixoid	kontext#NNI??-----A---?	tesat#V????--??-??I??
ekvilibrium#NNN??-----A---?	konto#NNN??-----A---?	computer#NNI??-----A---?
konstituce#NNF??-----A---?	kontrast#NNI??-----A---?	status#NNI??-----A---?
invektiva#NNF??-----A---?	konvexní#AA???----??---?	vehikl#NNI??-----A---?
edukovat#V????--??-??I??	konvoj#NNI??-----A---?	viadukt#NNI??-----A---?
heroj#NNM??-----A---?	konzervovat#V????--??-??B??	servis#NNI??-----A---?
ikonostas#NNI??-----A---?	konzistence#NNF??-----A---?	rezistence#NNF??-----A---?
koncilium#NNN??-----A---?	konzul#NNM??-----A---?	konzilium#NNN??-----A---?
exemplář#NNI??-----A---?	konzumovat#V????--??-??I??	presumpce#NNF??-----A---?
kupa#NNF??-----A---?	kopat#V????--??-??I??	kopa#NNF??-----A---?
štípnout#V????--??-??P??	kopat#V????--??-??I??	štípat#V????--??-??I??
artilerista#NNM??-----A---?	kopulace#NNF??-----A---?	adaptovat#V????--??-??B??
kůr#NNI??-----A---?	kormidlo#NNN??-----A---?	kůra#NNF??-----A---?
klíč#NNI??-----A---?	koryto#NNN??-----A---?	rýt#V????--??-??I??
kabonět#V??????????????	koryto#NNN??-----A---?	kadlub#NNI??-----A---?
konkurovat#V????--??-??I??	korzo#NNN??-----A---?	kurs#NNI??-----A---?
kormidlo#NNN??-----A---?	korýš#NNM??-----A---?	kůra#NNF??-----A---?
kosmonautika#NNF??-----A---?	kosmo#Db-------------	kosmonaut#NNM??-----A---?
kosmetika#NNF??-----A---?	kosmo#Db-------------	kosmos#NNI??-----A----
kosa#NNF??-----A---?	kosodřevina#NNF??-----A---?	kosý#AA???----??---?
kost#NNF??-----A---?	kostrbatý#AA???----??---?	kostra#NNF??-----A---?
kvota#NNF??-----A---?	kóta#NNF??-----A---?	kvóta#NNF??-----A---?
kostrbatý#AA???----??---?	kotrmelec#NNI??-----A---?	kotrba#NNF??-----A---?
